"dataset","metodo","repeticion","fold","n_train","n_sinteticos","accuracy","f1_macro","loglik_holdout","loglik_media","prob_media_observada","l1_market_share","n_valid","precision_1","recall_1","f1_1","precision_2","recall_2","f1_2","precision_4","recall_4","f1_4","precision_5","recall_5","f1_5","beta_asc_car_driver","se_asc_car_driver","beta_asc_car_passenger","se_asc_car_passenger","beta_asc_metro","se_asc_metro","beta_asc_bus","se_asc_bus","beta_b_tcw","se_b_tcw","beta_b_ivt","se_b_ivt","beta_b_wkt","se_b_wkt","beta_b_autlic","se_b_autlic","beta_b_sex_cp","se_b_sex_cp","beta_b_wt","se_b_wt","loglik_train","loglik_nula","rho2","convergio","vot"
"lc_centro","original",2,0,318,0,0.75,0.681444717194469,-47.6730024034933,-0.595912530043666,0.651124293804768,0.0457745578149265,80,0.75,0.84,0.792452830188679,0.6,0.375,0.461538461538462,0.78125,1,0.87719298245614,0.733333333333333,0.5,0.594594594594595,-3.70386516322873,0.74334758662976,-3.23885727109634,0.470079772720436,0,NA,-1.78923077523711,0.632570577020433,-0.011883380968078,0.0128335750476367,-0.0017746490952368,0.000722136730195351,-0.00227643710295281,0.000508438169078855,2.41558427235342,0.735561391384221,-0.691239409237095,0.40017103359147,0.00319890451469568,0.00296665708195538,-183.353457810902,-301.341837870526,0.391543308069682,TRUE,0.149338736173147
"lc_centro","original",2,1,318,0,0.775,0.698005303816442,-42.7639296721747,-0.534549120902184,0.663988305097549,0.137018168359922,80,0.647058823529412,0.88,0.745762711864407,1,0.25,0.4,1,0.96,0.979591836734694,0.7,0.636363636363636,0.666666666666667,-3.64578618580675,0.73208130197053,-3.13633026109877,0.452316619550611,0,NA,-0.925617076513652,0.611540744456506,-0.0133922312009401,0.0142873447460471,-0.00255790235576624,0.000789643389306545,-0.00191150463477561,0.000498134718158671,2.51678223279465,0.703849501026599,-0.678110430125708,0.405442141157804,-0.000221273471156869,0.00283154853237244,-189.596072804034,-300.191109580719,0.368415430194299,TRUE,0.190998969282033
"lc_centro","original",2,2,318,0,0.8,0.716815742397138,-37.9689883358498,-0.474612354198123,0.699647105927543,0.110662949460103,80,0.733333333333333,0.88,0.8,1,0.25,0.4,0.888888888888889,0.96,0.923076923076923,0.761904761904762,0.727272727272727,0.744186046511628,-4.08413512762972,0.735103961324842,-3.41942055312824,0.448442586606492,0,NA,-1.65616595120069,0.589501752267144,-0.0094475490565,0.0130247929205865,-0.0017989021608005,0.000692038172063275,-0.00238854259202349,0.000482813497617347,2.62881501981876,0.698550278396929,-0.653056692564012,0.411377124072939,0.000765705036389355,0.00275609143707302,-193.025944147431,-305.160922880295,0.367461789256848,TRUE,0.190409401427013
"lc_centro","original",2,3,319,0,0.708860759493671,0.600305713683323,-59.7660738061907,-0.756532579825199,0.627701040366925,0.15047334954651,79,0.692307692307692,0.72,0.705882352941177,1,0.125,0.222222222222222,0.675675675675676,1,0.806451612903226,0.8,0.571428571428571,0.666666666666667,-4.26765740243113,0.756161347401149,-4.04067119303451,0.550322493748804,0,NA,-2.17556381176463,0.660502066777864,-0.0211757615795182,0.0167835035626754,-0.00185111578948155,0.000712633473777035,-0.00255183018586482,0.000511374580589738,2.40324931289315,0.705298090564429,-0.659448454815271,0.41260857584743,0.000228051283622827,0.00375907222473448,-172.172537797898,-300.949923795796,0.427903035739851,TRUE,0.0874167279665635
"lc_centro","original",2,4,319,0,0.734177215189873,0.687903291676877,-51.0058962366287,-0.645644256159857,0.647055927460247,0.0729959068632293,79,0.678571428571429,0.76,0.716981132075472,0.666666666666667,0.444444444444444,0.533333333333333,0.774193548387097,1,0.872727272727273,0.785714285714286,0.523809523809524,0.628571428571429,-3.89994682047404,0.759337785454699,-3.55214975702833,0.517135226682956,0,NA,-1.82258120687155,0.628769864895011,-0.0176787300567051,0.0147845519697934,-0.00192949526976303,0.000716099468933844,-0.00225828390368116,0.000503349743154378,2.27733763894341,0.69519173948914,-0.978003027235255,0.416223306346399,-0.000268163863396093,0.00333900756103349,-179.958513252287,-299.210280327707,0.398555046119439,TRUE,0.109142187452046
"lc_centro","original",3,0,318,0,0.775,0.655118775616753,-45.3384762964408,-0.566730953705509,0.658961994740742,0.0672165091411573,80,0.6875,0.88,0.771929824561404,1,0.125,0.222222222222222,0.892857142857143,1,0.943396226415094,0.736842105263158,0.636363636363636,0.682926829268293,-3.75968219480367,0.743496157179473,-3.26912580338475,0.476003187042385,0,NA,-1.02908105657801,0.590805818068438,-0.00835630929090829,0.011674582004368,-0.00260190464387055,0.000734127851513009,-0.00178602809724508,0.000481408921042384,2.39469843075187,0.710500893836181,-0.703103391238717,0.418368628323647,-0.000649424044500981,0.00357687301358681,-187.22665689952,-299.667861436954,0.375219431267206,TRUE,0.3113700741907
"lc_centro","original",3,1,318,0,0.7875,0.730494987680157,-41.6198890821643,-0.520248613527054,0.666554846100552,0.102001612009359,80,0.714285714285714,0.8,0.754716981132076,0.75,0.375,0.5,0.888888888888889,0.96,0.923076923076923,0.761904761904762,0.727272727272727,0.744186046511628,-3.64269896102556,0.713599068460015,-3.16794559873534,0.457163066518889,0,NA,-1.76567437004581,0.588599249218488,-0.0228776040087174,0.0158097603450295,-0.0014533438921033,0.00067346083476453,-0.00208739669630122,0.00049911269530059,2.63903119908919,0.708406233567118,-0.599707265971725,0.402457596210993,0.00222570893502774,0.002694424354043,-190.437163033783,-301.511736907321,0.368392205931539,TRUE,0.0635269275379324
"lc_centro","original",3,2,318,0,0.7375,0.623273273273273,-53.0200063354611,-0.662750079193264,0.63709385658304,0.0653262192545954,80,0.628571428571429,0.88,0.733333333333333,1,0.125,0.222222222222222,0.827586206896552,0.96,0.888888888888889,0.8,0.545454545454545,0.648648648648649,-4.07482004556169,0.769730912695629,-3.7872185042376,0.513175322501283,0,NA,-1.94415726056853,0.654681122700102,-0.0137168869357703,0.0147372580701282,-0.00179874237185547,0.00073572836401171,-0.00266004840261447,0.000537184533801424,2.32512444790349,0.709409846446123,-0.811908098060855,0.415435208592367,-0.000610641923112366,0.0033026574388808,-178.101241931986,-302.152768086742,0.410558959761518,TRUE,0.13113342555626
"lc_centro","original",3,3,319,0,0.772151898734177,0.752964959568733,-45.8612491063833,-0.58052214058713,0.667555610803687,0.0498088075912532,79,0.714285714285714,0.8,0.754716981132076,0.833333333333333,0.625,0.714285714285714,0.774193548387097,0.96,0.857142857142857,0.857142857142857,0.571428571428571,0.685714285714286,-3.91155828364979,0.698797151259035,-3.53526923161004,0.477614567936335,0,NA,-1.97257635686763,0.621217289384702,-0.00745223157831046,0.011777319211757,-0.0017014091020539,0.000711300520827405,-0.00250664528117534,0.000490256944142082,2.28491514547617,0.676491879165867,-0.571279085488669,0.411918648105722,0.00189204914611913,0.00279874902918108,-185.321361812231,-299.681412470332,0.381605417951715,TRUE,0.228308672935743
"lc_centro","original",3,4,319,0,0.708860759493671,0.638548293811452,-56.0046865367881,-0.708920082744153,0.651192519053267,0.104587893486376,79,0.740740740740741,0.8,0.769230769230769,0.6,0.333333333333333,0.428571428571429,0.727272727272727,1,0.842105263157895,0.642857142857143,0.428571428571429,0.514285714285714,-4.26140366749638,0.802582660305695,-3.70493971494132,0.532226142342398,0,NA,-1.7032911900488,0.676202427995665,-0.0230254487460308,0.017200557924323,-0.00230135422010841,0.000776354630511378,-0.0024254578061761,0.000507637287962475,2.56523511558189,0.736527404348966,-1.03212860509884,0.407600861727417,-7.15693368815416e-05,0.00341409934156222,-175.837950271436,-303.840295553692,0.421281663937942,TRUE,0.0999482896291056
"lc_centro","original",4,0,318,0,0.7125,0.692355889724311,-59.4978514004185,-0.743723142505232,0.626874023149522,0.0729501553050373,80,0.653846153846154,0.68,0.666666666666667,0.714285714285714,0.625,0.666666666666667,0.774193548387097,0.96,0.857142857142857,0.6875,0.5,0.578947368421053,-4.49155745238324,0.794521041594733,-3.67543927405873,0.497315149857722,0,NA,-1.8898887752193,0.631784141960003,-0.0347164692830496,0.0157829372847708,-0.00193640517961487,0.000714989024189571,-0.00247191911946616,0.000537127665802462,3.11141713119008,0.762582370172864,-0.968954319877714,0.419376576860838,-0.000597928087288905,0.00300745023476652,-173.869459649163,-299.733528471471,0.419919885053125,TRUE,0.0557777106832786
"lc_centro","original",4,1,318,0,0.7625,0.669861230387546,-45.6018976442947,-0.570023720553683,0.639506295202297,0.0683153090875467,80,0.758620689655172,0.88,0.814814814814815,0.4,0.25,0.307692307692308,0.8,0.96,0.872727272727273,0.8125,0.590909090909091,0.68421052631579,-3.78612297707998,0.744098762728051,-3.49396351635677,0.518774693676034,0,NA,-2.32613634537091,0.651739633524216,-0.0117304019615287,0.0124584051190341,-0.00113069849036179,0.000701116636681475,-0.00243756868753888,0.000529779725882147,2.02108898611869,0.649839424997156,-0.777785207615586,0.399716754993488,0.000117841183721179,0.00385794776631697,-186.434202076768,-301.17193883373,0.380970873984067,TRUE,0.096390430103764
"lc_centro","original",4,2,318,0,0.7625,0.645491401586029,-46.0255245090852,-0.575319056363565,0.666286232494221,0.135296316897526,80,0.8,0.8,0.8,1,0.125,0.222222222222222,0.757575757575758,1,0.862068965517241,0.714285714285714,0.681818181818182,0.697674418604651,-4.11419495676879,0.736446725626764,-3.73475376343092,0.477079744942815,0,NA,-1.80331485189599,0.61268126493487,-0.00816243668595691,0.0132833935008849,-0.00190135775900904,0.000732808867081926,-0.00233208928707008,0.000497227347631297,2.31351912049769,0.711379724237601,-0.556117342304179,0.406925028123253,0.000398197655972224,0.00288533504426105,-185.153854370041,-303.029365337476,0.38899038987908,TRUE,0.232939970276307
"lc_centro","original",4,3,319,0,0.835443037974684,0.745700595700596,-38.9891134572529,-0.493533081737378,0.70637062858874,0.0572180882687204,79,0.766666666666667,0.92,0.836363636363636,1,0.25,0.4,0.862068965517241,1,0.925925925925926,0.888888888888889,0.761904761904762,0.82051282051282,-3.57846073479856,0.68893102671463,-3.23307012561081,0.470694790546664,0,NA,-1.36741088976363,0.605310010909818,-0.011648853639284,0.0123990620933038,-0.00212063675222821,0.000728872461176671,-0.00193402080377704,0.000474911576149016,2.32609505375629,0.679952019805822,-0.654709079439303,0.392781138079686,0.000973517471644549,0.00312666234559689,-192.019689824167,-302.55823319485,0.365346340780275,TRUE,0.182046819188859
"lc_centro","original",4,4,319,0,0.734177215189873,0.673899297423888,-53.7496024143444,-0.680374714105625,0.64187618012869,0.16354529746449,79,0.611111111111111,0.88,0.721311475409836,1,0.333333333333333,0.5,0.923076923076923,1,0.96,0.642857142857143,0.428571428571429,0.514285714285714,-3.72884215332121,0.782687103059371,-3.23184331028407,0.479280996523631,0,NA,-0.934578158701075,0.606078651257151,-0.0110287275091595,0.0141434958548237,-0.0028564666911904,0.000726397444153794,-0.00234782759221352,0.000480516499512755,2.67009787933251,0.758351329227691,-0.754803866337834,0.42921983228745,0.00270644404286869,0.00278021728564757,-178.747531836235,-300.361008617514,0.404891025439804,TRUE,0.259002381627261
"lc_centro","original",5,0,318,0,0.7375,0.683832676757205,-50.2892101280254,-0.628615126600317,0.641014176763864,0.0790277912052865,80,0.645161290322581,0.8,0.714285714285714,0.75,0.375,0.5,0.857142857142857,0.96,0.90566037735849,0.705882352941177,0.545454545454545,0.615384615384615,-4.00714484997219,0.759869415129141,-3.30016052886433,0.527256100280112,0,NA,-1.31829038793215,0.649514549120711,-0.00384944356262506,0.0116474201070424,-0.00248293669705579,0.000759432401139839,-0.00262623155590607,0.000534183050165133,2.45421240713413,0.681250040612643,-0.928953243541959,0.426843927696885,0.00127202477888465,0.0035435332667431,-181.621933204594,-298.39935011149,0.391346083237998,TRUE,0.645011845650387
"lc_centro","original",5,1,318,0,0.725,0.612181867097121,-55.7037814837578,-0.696297268546972,0.623707201980032,0.0675552394444821,80,0.76,0.76,0.76,1,0.125,0.222222222222222,0.735294117647059,1,0.847457627118644,0.65,0.590909090909091,0.619047619047619,-3.7093351083502,0.784941455982797,-3.74070722921393,0.501774544761955,0,NA,-2.14414205221745,0.643040447655096,-0.0345668749064702,0.0188866797757367,-0.00143892159841548,0.000699759313104533,-0.00218753893471634,0.000494268369193549,2.29144266647093,0.731162913305777,-0.549185630616455,0.395254521421118,0.000195565329312185,0.00336622746646877,-177.217931192447,-296.725373677919,0.402754375212924,TRUE,0.0416271821594768
