"dataset","metodo","repeticion","fold","n_train","n_sinteticos","accuracy","f1_macro","loglik_holdout","loglik_media","prob_media_observada","l1_market_share","n_valid","precision_1","recall_1","f1_1","precision_2","recall_2","f1_2","precision_3","recall_3","f1_3","beta_asc_train","se_asc_train","beta_asc_sm","se_asc_sm","beta_asc_car","se_asc_car","beta_b_time","se_b_time","beta_b_cost","se_b_cost","loglik_train","loglik_nula","rho2","convergio","vot"
"swissmetro","ROS",9,0,14916,6348,0.394957983193277,0.337550554201125,-2321.6921913575,-1.08388991193161,0.345037949991158,0.50992961188459,2142,0.103286384976526,0.156028368794326,0.124293785310734,0.65359477124183,0.241157556270096,0.352319436288902,0.399363564041368,0.814935064935065,0.536038441003737,0.370081392674197,0.0289670075846987,0,NA,0.363208838469215,0.0254328169588148,-0.00352592953988499,0.000258885354885935,0.000373825807561841,1.09215193695427e-05,-15968.6780627073,-16386.9008977735,0.0255217772826768,TRUE,NA
"swissmetro","ROS",9,1,14919,6351,0.38608776844071,0.329499044942553,-2329.03570460283,-1.0873182561171,0.342548018467032,0.510480850364102,2142,0.130434782608696,0.169611307420495,0.147465437788018,0.615384615384615,0.212389380530973,0.315789473684211,0.382899628252788,0.836038961038961,0.525242223355431,0.328323964032362,0.028773025096937,0,NA,0.33862982235928,0.0249849390636976,-0.00301061357893054,0.000262301824987033,0.000361996635035532,1.05305338546277e-05,-15996.206258986,-16390.1967346395,0.0240381785546762,TRUE,NA
"swissmetro","ROS",9,2,14919,6351,0.388422035480859,0.328797071929815,-2328.78522294368,-1.08720131790088,0.342888960902011,0.502889169465379,2142,0.10761154855643,0.144876325088339,0.123493975903614,0.591101694915254,0.224456958970233,0.32536443148688,0.397207137315749,0.831168831168831,0.53753280839895,0.321857791769989,0.0298389813993479,0,NA,0.333132751288894,0.0250636444667823,-0.00295589885060348,0.000284544288806713,0.000370950553285357,1.10428789098085e-05,-16001.2679822307,-16390.1967346395,0.0237293522894011,TRUE,NA
"swissmetro","ROS",9,3,14919,6351,0.390289449112979,0.345246151438147,-2333.72095020781,-1.08950557899524,0.343074047195215,0.506105442903247,2142,0.115463917525773,0.197879858657244,0.145833333333333,0.619307832422586,0.273531777956557,0.379464285714286,0.397111913357401,0.714285714285714,0.510440835266821,0.410272844423686,0.0293383095507366,0,NA,0.372382221221835,0.0252789075036463,-0.00410261265806883,0.000269703743587356,0.000378235621800409,1.10625039749924e-05,-15940.464016981,-16390.1967346395,0.0274391287023454,TRUE,NA
"swissmetro","ROS",9,4,14919,6351,0.38468720821662,0.321520564215532,-2327.22039664027,-1.08647077340815,0.342405805753571,0.508731010910737,2142,0.122324159021407,0.141342756183746,0.131147540983607,0.595794392523365,0.205148833467418,0.305206463195691,0.38139870223504,0.858766233766234,0.528207688467299,0.307757034947361,0.0295418613441241,0,NA,0.335308090554743,0.0249993545080086,-0.00277268651244327,0.000280152088281494,0.00037345705792684,1.12904325040525e-05,-15994.0875921586,-16390.1967346395,0.0241674428253703,TRUE,NA
"swissmetro","SMOTE",0,0,14916,6348,0.394957983193277,0.350545438396602,-2339.47594040085,-1.09219231578004,0.344108397728546,0.505174709315059,2142,0.127118644067797,0.212765957446809,0.159151193633952,0.613259668508287,0.267684887459807,0.372691662003358,0.401952085181899,0.73538961038961,0.519793459552496,0.41373282394407,0.0283691650228015,0,NA,0.374585355375973,0.0250964976396348,-0.00413001230760145,0.000254562734743705,0.000386581559285695,1.10423724755382e-05,-15934.4421615358,-16386.9008977735,0.0276110009488882,TRUE,NA
"swissmetro","SMOTE",0,1,14919,6351,0.38328664799253,0.336974951029704,-2325.19026658532,-1.08552300027326,0.343200491310838,0.507877867389361,2142,0.131519274376417,0.204946996466431,0.160220994475138,0.597894736842105,0.228479485116653,0.330616996507567,0.390701468189233,0.777597402597403,0.520086862106406,0.35405269165136,0.0296891155983994,0,NA,0.348774382169569,0.0251852295760747,-0.00335118718013956,0.000275856699694618,0.000376187472319258,1.11047490997592e-05,-15980.112459169,-16390.1967346395,0.0250200947621216,TRUE,NA
"swissmetro","SMOTE",0,2,14919,6351,0.400560224089636,0.342550526144024,-2323.98365820094,-1.08495969103685,0.344111198059711,0.501775820136714,2142,0.113756613756614,0.151943462897526,0.130105900151286,0.62708719851577,0.271922767497989,0.379349046015713,0.389387755102041,0.774350649350649,0.518196632265073,0.381318681346283,0.0297388146771847,0,NA,0.361833400161891,0.0252600999897768,-0.00377120266962743,0.000280567027630076,0.000380054916477179,1.1317855360934e-05,-15957.5973581656,-16390.1967346395,0.0263937879134608,TRUE,NA
"swissmetro","SMOTE",0,3,14919,6351,0.393090569561158,0.332226196000298,-2320.40449070946,-1.08328874449555,0.344069190427205,0.509178529905629,2142,0.0963855421686747,0.141342756183746,0.114613180515759,0.65675057208238,0.230893000804505,0.341666666666667,0.39922480620155,0.836038961038961,0.540398740818468,0.325763603764605,0.031270692763785,0,NA,0.336854791620556,0.0254853375588932,-0.0029871602069333,0.000304453514735588,0.000361098822711306,1.10852013645886e-05,-16010.6196655735,-16390.1967346395,0.0231587866339519,TRUE,NA
"swissmetro","SMOTE",0,4,14919,6351,0.38608776844071,0.332931251532302,-2323.34965462296,-1.08466370430577,0.343271094400394,0.505696940281743,2142,0.118357487922705,0.173144876325088,0.140602582496413,0.588110403397028,0.222847948511665,0.323220536756126,0.398568019093079,0.813311688311688,0.534970635344367,0.340174105424065,0.0300813927571983,0,NA,0.339627253921097,0.0250690151662299,-0.00320082923766537,0.000287477363059082,0.000372563838792639,1.11200246466685e-05,-15991.5847566103,-16390.1967346395,0.0243201460289258,TRUE,NA
"swissmetro","SMOTE",1,0,14916,6348,0.394024276377218,0.340780947495068,-2334.59428383732,-1.08991329777653,0.343392087676424,0.504962415912509,2142,0.111111111111111,0.166666666666667,0.133333333333333,0.605313092979127,0.256430868167203,0.360248447204969,0.401006711409396,0.775974025974026,0.528761061946903,0.387339538946661,0.0294243802821523,0,NA,0.366168239677002,0.0251466139954694,-0.00378749716441679,0.000276251364381267,0.000388275719932544,1.1066168708419e-05,-15942.8075384625,-16386.9008977735,0.0271005092470769,TRUE,NA
"swissmetro","SMOTE",1,1,14919,6351,0.401027077497666,0.348657724277311,-2305.8112426385,-1.07647583689939,0.346516951724547,0.501581447262295,2142,0.114349775784753,0.180212014134276,0.139917695473251,0.616600790513834,0.251005631536605,0.356775300171527,0.416806722689076,0.805194805194805,0.549280177187154,0.367196557688374,0.0302120146858304,0,NA,0.35535836835494,0.025317935038023,-0.00355893356447831,0.000286303063496416,0.000379297000145419,1.12872849028974e-05,-15971.3581012224,-16390.1967346395,0.0255542163525058,TRUE,NA
"swissmetro","SMOTE",1,2,14919,6351,0.393090569561158,0.344815759406755,-2333.93616543775,-1.0896060529588,0.343007749720604,0.508236559738163,2142,0.120087336244541,0.19434628975265,0.148448043184885,0.636,0.255832662912309,0.364888123924269,0.396114864864865,0.761363636363636,0.521111111111111,0.390689815083214,0.0294742142640973,0,NA,0.368400626816487,0.0253907239589212,-0.00379982082603014,0.000269759683414815,0.000380591370807147,1.11482595600029e-05,-15950.5149054491,-16390.1967346395,0.0268259030876151,TRUE,NA
"swissmetro","SMOTE",1,3,14919,6351,0.400093370681606,0.34885251154955,-2328.20831914586,-1.08693198839676,0.344028722991659,0.504108928106412,2142,0.125295508274232,0.187279151943463,0.15014164305949,0.636363636363636,0.264682220434433,0.373863636363636,0.395174708818636,0.771103896103896,0.522552255225523,0.372301185984727,0.0305749190371336,0,NA,0.358652556624451,0.0252718095082308,-0.0036195896033297,0.00029611358492827,0.000384409916886832,1.12659579692798e-05,-15968.7921411613,-16390.1967346395,0.0257107709139126,TRUE,NA
