"dataset","metodo","repeticion","fold","n_train","n_sinteticos","accuracy","f1_macro","loglik_holdout","loglik_media","prob_media_observada","l1_market_share","n_valid","precision_1","recall_1","f1_1","precision_2","recall_2","f1_2","precision_3","recall_3","f1_3","beta_asc_train","se_asc_train","beta_asc_sm","se_asc_sm","beta_asc_car","se_asc_car","beta_b_time","se_b_time","beta_b_cost","se_b_cost","loglik_train","loglik_nula","rho2","convergio","vot"
"swissmetro","original",2,4,8568,0,0.573295985060691,0.249454925128821,-1971.66197729082,-0.920477113581147,0.4499386407135,0.00176531512776373,2142,NA,0,0,0.580522565320665,0.983105390185036,0.729988052568698,0.162162162162162,0.00974025974025974,0.0183767228177642,-1.09838719810087,0.0434371113136398,0,NA,-0.404042884198493,0.0307814847448989,-0.00423397903502042,0.000357974227487521,0.00032673615094099,1.87411682896504e-05,-7890.53448513097,-9412.91008930837,0.161732725558123,TRUE,NA
"swissmetro","original",3,0,8568,0,0.57609710550887,0.250966492864005,-1971.93823820592,-0.920606086930869,0.44775407991303,0.00769169461719141,2142,NA,0,0,0.580965909090909,0.986334405144695,0.731227651966627,0.233333333333333,0.0113636363636364,0.021671826625387,-1.10677023689884,0.0446487891389465,0,NA,-0.40315041477894,0.0312168140454797,-0.00409204363895806,0.000378443421197121,0.000328387715677079,1.8510909621883e-05,-7890.11506784557,-9412.91008930837,0.161777283222163,TRUE,NA
"swissmetro","original",3,1,8568,0,0.57609710550887,0.249049414357527,-1970.1053391212,-0.919750391746594,0.450175939034322,0.00529838949327593,2142,NA,0,0,0.580538497874351,0.988736926790024,0.731547619047619,0.2,0.00811688311688312,0.015600624024961,-1.11124762420161,0.0446636329218487,0,NA,-0.409451997740757,0.0311544072789062,-0.00405632412843179,0.000379664462559716,0.000333090795483547,1.85609102926171e-05,-7891.92914205661,-9412.91008930837,0.161584561290919,TRUE,NA
"swissmetro","original",3,2,8568,0,0.57889822595705,0.251800400747624,-1962.44187605558,-0.916172677897097,0.450366488003926,0.00314370985634202,2142,NA,0,0,0.581878244454932,0.99195494770716,0.733491969066032,0.304347826086957,0.0113636363636364,0.0219092331768388,-1.12199803232069,0.0451733508319082,0,NA,-0.415338801909164,0.0312455587118162,-0.00392138185109739,0.000389781827205523,0.00032562006704858,1.8548017124185e-05,-7899.79907618175,-9412.91008930837,0.16074848253839,TRUE,NA
"swissmetro","original",3,3,8568,0,0.57889822595705,0.257544449064855,-1971.69827303573,-0.920494058373357,0.44946752814844,0.00153873642393298,2142,NA,0,0,0.582621082621083,0.987127916331456,0.732756046581069,0.361111111111111,0.0211038961038961,0.0398773006134969,-1.10312503770703,0.0449886256901459,0,NA,-0.404328784122769,0.0309510895245296,-0.0041623326949404,0.000385828953036444,0.000331706359445519,1.91115450945322e-05,-7890.33804354773,-9412.91008930837,0.161753594936602,TRUE,NA
"swissmetro","original",3,4,8568,0,0.568627450980392,0.250129717668039,-1987.08413595042,-0.927677000910562,0.447143740667203,0.00231205093241771,2142,NA,0,0,0.579501915708812,0.973451327433628,0.726508555989193,0.148148148148148,0.012987012987013,0.0238805970149254,-1.08891537820927,0.0437400111214737,0,NA,-0.392174854755546,0.0309765827842019,-0.00430664000189496,0.000364952829197054,0.000347356911760608,1.88723277120686e-05,-7875.30328326109,-9412.91008930837,0.163350843836675,TRUE,NA
"swissmetro","original",4,0,8568,0,0.573295985060691,0.255072463768116,-1983.85795778439,-0.926170848638838,0.447569648304604,0.00234126893845488,2142,NA,0,0,0.581539933046389,0.977491961414791,0.729235382308846,0.235294117647059,0.0194805194805195,0.0359820089955022,-1.07984423239183,0.0436541043126236,0,NA,-0.393246170256336,0.0308480811752458,-0.00442052110743631,0.000363977971733382,0.000337740989752883,1.87083457771647e-05,-7878.73124610617,-9412.91008930837,0.162986667103598,TRUE,NA
"swissmetro","original",4,1,8568,0,0.57609710550887,0.250016750077421,-1966.37473364757,-0.918008745867212,0.449441301482454,0.00398876298396314,2142,NA,0,0,0.580614657210402,0.98793242156074,0.731387730792138,0.222222222222222,0.00974025974025974,0.0186625194401244,-1.11775706350022,0.0446490997163578,0,NA,-0.408123789426975,0.0310745785864468,-0.00395321709549091,0.000379991578372654,0.000332318743524166,1.8471823828425e-05,-7895.78320165167,-9412.91008930837,0.161175117287046,TRUE,NA
"swissmetro","original",4,2,8568,0,0.574696545284781,0.24979896861091,-1968.84625296993,-0.91916258308587,0.451486606802188,0.00612540365721873,2142,NA,0,0,0.580844001896633,0.985518905872888,0.73090692124105,0.181818181818182,0.00974025974025974,0.0184899845916795,-1.10536467453818,0.0448547053659298,0,NA,-0.407631964653689,0.031310430036852,-0.00415169367128058,0.000381557376278552,0.000329958753096974,1.87771201068701e-05,-7893.20474029914,-9412.91008930837,0.161449045469517,TRUE,NA
"swissmetro","original",4,3,8568,0,0.581232492997199,0.256117109450033,-1965.83326282098,-0.917755958366473,0.448934086284308,0.00256636949764177,2142,NA,0,0,0.582075471698113,0.992759452936444,0.733868569729408,0.5,0.0178571428571429,0.0344827586206896,-1.12587659866159,0.0450491438173952,0,NA,-0.413693670143972,0.0311292841696863,-0.00387519319054575,0.000386815089453701,0.000326643160090399,1.85705846911456e-05,-7896.50526419919,-9412.91008930837,0.161098407476725,TRUE,NA
