"ID","ICH","SEXO","AUTLIC","ILM","HTS","JEFH","TVIA1","TVIA2","TVIA3","TVIA4","TVIA5","TCAM1","TCAM2","TCAM3","TCAM4","TCAM5","TESP3","TESP4","TESP5","CTOT1_w","CTOT2_w","CTOT3_w","CTOT4_w","CTOT5_w","DISP1","DISP2","DISP3","DISP4","DISP5"
"753",410,4,1,0.66,70000,48,0,233,264,222,174,329,324,0,396,396,137,24,192,54,10.4379428571429,2.4768,14.1531428571429,4.42285714285714,7.07657142857143,1,1,1,1,1
"755",411,5,1,0,23000,48,0,0,0,902,0,1319,0,0,634,0,742,78,0,78,0,0,53.8434782608696,0,26.9217391304348,0,0,1,0,1
"757",412,5,0,0,43000,48,1,0,670,0,486,805,0,29,0,986,346,0,192,162,0,9.504,0,7.2,11.52,0,1,0,1,1
"759",413,4,1,1,60000,54,1,721,721,0,522,886,324,0,0,1339,79,0,120,12,24.381,8.5914,0,2.5542,9.288,1,1,0,1,1
"761",414,5,1,0.5,45000,45,1,173,173,0,96,188,324,0,0,468,432,0,72,30,11.868,2.064,0,6.45,10.32,1,1,0,1,1
"762",415,5,1,1,65000,45,1,0,499,711,486,612,0,0,634,878,648,36,192,12,0,6.25153846153846,14.2892307692308,4.46538461538462,7.14461538461538,0,1,1,1,1
"764",416,5,1,0.5,120000,40,1,916,916,1001,0,1264,324,43,698,0,382,36,0,108,14.964,6.192,6.88,0,3.44,1,1,1,0,1
"766",417,5,1,1,30000,40,1,656,0,0,684,785,324,0,0,518,130,0,192,12,38.184,0,0,8.6,13.76,1,0,0,1,1
"770",419,5,0,0,23000,48,1,0,0,515,0,896,0,0,475,0,115,24,0,30,0,0,43.0747826086956,0,21.5373913043478,0,0,1,0,1
"772",420,2,0,0.5,30000,45,0,799,799,0,0,1031,324,0,0,0,173,0,0,18,49.536,18.963,0,0,15.48,1,1,0,0,1
"774",421,4,1,0,20000,45,1,0,0,0,522,754,0,0,0,821,180,0,120,12,0,0,0,6.3855,23.22,0,0,0,1,1
"777",423,4,1,0,40000,45,1,0,0,0,666,830,0,0,0,1411,792,0,120,30,0,0,0,3.19275,11.61,0,0,0,1,1
"778",424,4,1,0.5,55000,45,1,730,730,0,522,787,324,58,0,1303,454,0,120,12,22.1645454545455,7.81036363636364,0,2.322,8.44363636363636,1,1,0,1,1
"780",425,4,1,0.5,50000,45,1,785,785,0,588,880,324,58,0,1030,94,0,120,12,25.542,9.288,0,2.5542,9.288,1,1,0,1,1
"782",426,4,1,0,140000,45,1,0,0,0,522,875,0,0,0,1354,310,0,120,12,0,0,0,0.912214285714286,3.31714285714286,0,0,0,1,1
"784",427,5,1,0,18000,48,1,0,0,890,0,1132,0,0,1066,0,677,78,0,30,0,0,55.04,0,27.52,0,0,1,0,1
"786",428,5,1,0.5,27500,48,1,1093,1093,0,0,1328,324,0,0,0,65,0,0,42,67.5490909090909,27.0196363636364,0,0,18.0130909090909,1,1,0,0,1
"790",430,4,1,0.5,87000,48,1,868,871,0,762,967,324,0,0,306,191,0,192,30,17.7931034482759,6.69020689655172,0,3.55862068965517,5.69379310344828,1,1,0,1,1
"794",432,4,1,1,49000,48,1,545,581,0,486,670,432,0,0,115,14,0,192,12,40.4375510204082,5.30742857142857,0,5.56016326530612,10.109387755102,1,1,0,1,1
"796",433,4,0,0.66,18000,48,0,0,616,0,558,780,0,0,0,317,72,0,192,12,0,21.328,0,15.136,27.52,0,1,0,1,1
"798",434,1,1,0.25,80000,45,1,368,398,372,0,776,475,0,425,0,151,24,0,30,37.006875,4.498875,5.805,0,5.805,1,1,1,0,1
"800",435,4,1,0,53000,48,0,0,0,354,432,518,0,0,648,619,374,24,192,6,0,0,18.6928301886792,5.84150943396226,9.34641509433962,0,0,1,1,1
"802",436,5,1,0,13000,48,1,0,0,0,0,854,0,0,0,0,461,0,0,108,0,0,0,0,38.1046153846154,0,0,0,0,1
"806",438,5,1,0,30000,48,1,0,0,0,636,756,0,0,0,475,360,0,192,18,0,0,0,10.32,16.512,0,0,0,1,1
"808",439,5,1,0,25000,48,0,0,0,374,0,678,0,0,569,0,490,24,0,30,0,0,39.6288,0,19.8144,0,0,1,0,1
"810",440,4,0,0.33,30000,48,0,0,656,0,618,744,0,0,0,360,65,0,192,12,0,14.448,0,9.0816,16.512,0,1,0,1,1
"814",442,5,1,0,55000,48,1,0,0,0,0,1186,0,0,0,0,72,0,0,120,0,0,0,0,9.00654545454545,0,0,0,0,1
"816",443,5,1,0.66,26000,48,1,359,359,0,0,288,324,0,0,0,374,0,0,6,25.2443076923077,5.71569230769231,0,0,19.0523076923077,1,1,0,0,1
"818",444,5,1,0.5,40000,48,0,0,806,686,0,820,0,0,641,0,641,36,0,42,0,14.5512,24.768,0,15.48,0,1,1,0,1
"822",446,5,0,1,27000,48,0,0,0,0,222,454,0,0,0,223,245,0,192,42,0,0,0,11.4666666666667,18.3466666666667,0,0,0,1,1
"824",447,5,1,0,34000,48,1,0,0,0,0,261,0,0,0,0,209,0,0,6,0,0,0,0,14.5694117647059,0,0,0,0,1
"826",448,5,1,1,40000,48,0,755,755,0,0,1171,324,0,0,0,295,0,0,12,31.5792,11.1456,0,0,12.384,1,1,0,0,1
"828",449,4,0,0.5,35000,48,1,802,796,0,684,872,324,0,0,720,331,0,192,12,38.9211428571429,13.4454857142857,0,8.84571428571429,14.1531428571429,1,1,0,1,1
"830",450,5,0,1,35000,48,0,0,224,0,0,208,0,0,0,0,166,0,0,6,0,2.83062857142857,0,0,14.1531428571429,0,1,0,0,1
"832",451,5,1,0.66,42000,48,0,427,427,450,0,758,324,0,562,0,173,24,0,30,24.4731428571429,7.66628571428571,23.5885714285714,0,11.7942857142857,1,1,1,0,1
"834",452,5,1,0.25,48000,48,0,962,962,905,0,1167,324,0,720,0,331,78,0,30,35.088,13.674,20.64,0,10.32,1,1,1,0,1
"836",453,5,1,0,70000,48,1,0,0,976,0,1057,0,0,576,0,749,78,0,30,0,0,14.1531428571429,0,8.84571428571429,0,0,1,0,1
"838",454,2,1,0,54000,48,1,0,842,0,0,1226,0,346,0,0,490,0,0,108,0,12.1546666666667,0,0,9.17333333333333,0,1,0,0,1
"840",455,4,1,1,40000,45,1,722,0,0,522,790,324,0,0,1138,274,0,120,12,30.7665,0,0,3.19275,11.61,1,0,0,1,1
"841",456,5,1,1,35000,45,1,302,0,0,0,236,324,0,0,0,245,0,0,6,16.5857142857143,0,0,0,13.2685714285714,1,0,0,0,1
"843",457,4,1,1,55000,48,1,826,0,0,672,781,324,0,0,727,518,0,192,12,24.9931636363636,0,0,5.62909090909091,9.00654545454545,1,0,0,1,1
"845",458,5,0,0.5,29000,48,0,826,907,0,0,1296,324,0,0,0,317,0,0,12,43.9845517241379,15.3732413793103,0,0,17.0813793103448,1,1,0,0,1
"847",459,5,1,0.66,36000,48,0,437,386,0,0,362,324,0,0,0,166,0,0,6,23.392,6.192,0,0,13.76,1,1,0,0,1
"851",461,1,1,1,140000,48,1,927,927,0,816,925,36,0,0,554,353,0,192,18,16.7184,4.15748571428571,0,2.21142857142857,3.53828571428571,1,1,0,1,1
"853",462,5,1,0,35000,48,1,0,0,0,0,1092,0,0,0,0,482,0,0,228,0,0,0,0,14.1531428571429,0,0,0,0,1
"855",463,5,1,1,120000,48,1,496,0,0,0,739,324,0,0,0,590,0,0,66,13.416,0,0,0,4.128,1,0,0,0,1
"857",464,1,1,1,80000,48,1,367,0,0,348,380,288,0,0,806,605,0,192,6,20.898,0,0,3.87,6.192,1,0,0,1,1
"860",466,5,1,1,50000,45,1,0,0,1063,0,1144,0,0,533,0,86,138,0,66,0,0,18.576,0,9.288,0,0,1,0,1
"862",467,5,1,0.5,60000,48,1,710,678,886,0,988,324,0,648,0,367,36,0,66,21.2592,7.4304,16.512,0,8.256,1,1,1,0,1
"864",468,4,1,0,50000,45,1,0,0,0,462,751,0,0,0,1303,569,0,120,12,0,0,0,2.5542,9.288,0,0,0,1,1
"866",469,5,1,0,46000,48,1,0,0,0,0,1320,0,0,0,0,576,0,0,12,0,0,0,0,10.7686956521739,0,0,0,0,1
"868",470,5,1,0,75000,48,1,0,0,552,0,674,0,0,432,0,785,30,0,78,0,0,13.2096,0,9.9072,0,0,1,0,1
"870",471,5,1,0,48000,48,1,0,0,362,0,671,0,0,360,0,72,24,0,30,0,0,10.32,0,10.32,0,0,1,0,1
"874",473,4,1,0,80000,45,1,0,0,0,522,788,0,0,0,979,187,0,120,12,0,0,0,1.596375,5.805,0,0,0,1,1
"876",474,4,1,1,40000,45,1,680,0,0,558,764,324,0,0,720,403,0,192,12,29.89575,0,0,6.3855,11.61,1,0,0,1,1
"878",475,5,1,0,30000,40,1,0,0,1264,0,1734,0,0,454,0,454,138,0,18,0,0,34.4,0,13.76,0,0,1,0,1
"880",476,5,0,0,14000,48,0,0,0,0,0,870,0,0,0,0,194,0,0,162,0,0,0,0,35.3828571428571,0,0,0,0,1
"882",477,5,1,0,70000,48,1,0,0,1016,0,1479,0,0,403,0,511,78,0,78,0,0,15.9222857142857,0,8.84571428571429,0,0,1,0,1
"884",478,5,1,0,20000,48,1,0,0,656,0,990,0,0,576,0,576,36,0,78,0,0,61.92,0,24.768,0,0,1,0,1
"886",479,5,0,0.25,30000,48,0,976,976,902,0,1319,324,0,576,0,684,78,0,78,57.792,22.704,41.28,0,20.64,1,1,1,0,1
"888",480,5,0,0,50000,48,1,0,0,926,0,1334,0,0,461,0,461,138,0,12,0,0,12.384,0,9.9072,0,0,1,0,1
"890",481,5,1,0,30000,47,1,0,0,991,0,1006,0,0,511,0,497,138,0,12,0,0,32.336,0,16.168,0,0,1,0,1
"892",482,1,1,0.5,60000,40,1,495,495,661,0,698,130,58,317,0,475,36,0,42,25.8,6.536,13.76,0,6.88,1,1,1,0,1
"894",483,3,1,1,20000,40,0,446,546,518,0,745,418,0,763,0,778,30,0,42,67.596,18.576,20.64,0,20.64,1,1,1,0,1
"897",485,4,1,0,93000,44,1,0,0,0,666,997,0,0,0,1037,79,0,120,30,0,0,0,1.58683870967742,4.88258064516129,0,0,0,1,1
"899",486,5,1,0,30000,48,1,0,910,0,0,1216,0,58,0,0,562,0,0,108,0,23.1168,0,0,16.512,0,1,0,0,1
"901",487,5,1,0,54000,42,1,0,0,592,0,889,0,0,1037,0,691,36,0,78,0,0,16.0533333333333,0,8.02666666666667,0,0,1,0,1
"903",488,4,0,0,30000,48,1,0,0,0,462,673,0,0,0,1066,446,0,120,12,0,0,0,5.3664,16.512,0,0,0,1,1
"905",489,5,0,0,12600,40,1,0,0,0,174,271,0,0,0,374,374,0,192,42,0,0,0,20.4761904761905,32.7619047619048,0,0,0,1,1
"907",490,2,0,0.5,80000,48,0,285,285,0,276,496,115,0,0,302,216,0,192,42,20.124,2.322,0,3.87,6.192,1,1,0,1,1
"909",491,5,0,0,8000,40,0,0,0,628,0,1158,0,0,670,0,252,36,0,48,0,0,103.2,0,51.6,0,0,1,0,1
"911",492,5,0,0.66,18000,40,0,0,781,628,0,944,0,0,605,0,288,36,0,42,0,21.7866666666667,45.8666666666667,0,22.9333333333333,0,1,1,0,1
"913",493,3,0,1,120000,45,1,872,872,982,0,1210,216,22,180,0,216,78,0,30,20.02725,5.12775,9.675,0,3.87,1,1,1,0,1
"915",494,1,1,0.5,50000,45,1,687,687,599,0,863,216,0,886,0,482,36,0,42,48.2976,13.6998,18.576,0,9.288,1,1,1,0,1
"917",495,5,0,1,9000,45,0,0,0,0,0,1004,0,0,0,0,684,0,0,12,0,0,0,0,51.6,0,0,0,0,1
"918",496,4,1,0,18000,50,1,0,0,536,510,841,0,0,814,1030,648,30,192,12,0,0,57.3333333333333,17.9166666666667,28.6666666666667,0,0,1,1,1
"920",497,5,0,1,8000,45,0,0,0,1062,0,1126,0,0,547,0,187,138,0,210,0,0,116.1,0,58.05,0,0,1,0,1
"922",498,5,0,1,5000,44,0,0,1108,996,0,1517,0,0,360,0,360,78,0,78,0,136.224,181.632,0,90.816,0,1,1,0,1
"924",499,4,1,1,27000,50,1,734,734,0,522,745,324,0,0,950,389,0,120,12,51.1222222222222,18.1555555555556,0,6.21111111111111,19.1111111111111,1,1,0,1,1
"926",500,4,1,0,30000,44,1,0,0,837,510,692,0,0,1080,799,634,138,192,12,0,0,30.272,8.3248,15.136,0,0,1,1,1
"928",501,4,1,1,82479,48,1,896,0,783,816,899,115,0,421,234,493,78,192,30,27.7772523915178,0,12.0117848179537,3.30324082493726,6.00589240897683,1,0,1,1,1
"930",502,5,0,0,22000,44,0,0,0,703,0,895,0,0,396,0,792,36,0,60,0,0,46.44,0,25.8,0,0,1,0,1
"932",503,4,1,0.5,150000,48,1,566,566,0,510,691,108,0,0,403,389,0,192,12,13.87008,3.88032,0,1.81632,3.3024,1,1,0,1,1
"934",504,4,0,0,22000,44,0,0,770,0,588,920,0,0,0,1094,576,0,120,18,0,22.704,0,5.676,20.64,0,1,0,1,1
"936",505,5,1,0,18000,45,1,0,0,0,0,1279,0,0,0,0,655,0,0,180,0,0,0,0,25.8,0,0,0,0,1
"938",506,5,0,1,18000,45,0,0,0,0,0,1409,0,0,0,0,158,0,0,78,0,0,0,0,25.8,0,0,0,0,1
"940",507,5,0,1,15000,40,0,0,505,512,0,647,0,0,202,0,274,30,0,60,0,24.768,55.04,0,34.4,0,1,1,0,1
"942",508,1,1,0.5,75000,48,1,305,445,593,0,590,216,29,533,0,756,24,0,60,25.09824,6.27456,13.2096,0,8.256,1,1,1,0,1
"944",509,1,1,0.5,55000,48,1,649,801,939,570,905,230,22,1037,1030,173,138,192,12,38.0526545454545,9.00654545454545,18.0130909090909,4.9536,9.00654545454545,1,1,1,1,1
"948",511,4,1,0,38000,48,1,0,0,479,570,745,0,0,576,619,461,30,192,12,0,0,29.3305263157895,7.16968421052631,13.0357894736842,0,0,1,1,1
"951",513,1,1,1,56046,44,1,1199,1246,1283,0,1748,108,0,223,0,223,138,0,18,25.9261321057703,10.1273953538165,20.254790707633,0,8.10191628305321,1,1,1,0,1
"953",514,5,1,0,38000,44,0,0,0,0,0,1471,0,0,0,0,230,0,0,180,0,0,0,0,11.9494736842105,0,0,0,0,1
"955",515,5,1,0,38000,44,0,1108,1106,0,0,1807,108,0,0,0,202,0,0,18,53.4738947368421,18.2229473684211,0,0,11.9494736842105,1,1,0,0,1
"959",517,4,0,0,5000,40,0,0,0,0,438,559,0,0,0,446,619,0,192,12,0,0,0,51.6,82.56,0,0,0,1,1
"961",518,4,1,0,120000,44,1,0,0,0,672,703,0,0,0,490,605,0,192,12,0,0,0,2.0812,3.784,0,0,0,1,1
"963",519,5,1,1,38000,51,1,788,0,644,0,800,324,0,374,0,778,36,0,60,40.1665263157895,0,31.1636842105263,0,17.3131578947368,1,0,1,0,1
"965",520,5,0,0,16407,40,0,0,0,742,0,952,0,0,979,0,432,138,0,210,0,0,50.3199853720973,0,25.1599926860486,0,0,1,0,1
"967",521,2,0,1,35000,40,0,0,663,0,570,784,0,108,0,446,475,0,192,12,0,10.9097142857143,0,7.37142857142857,11.7942857142857,0,1,0,1,1
"969",522,5,0,1,11000,42,0,0,0,0,0,1038,0,0,0,0,533,0,0,12,0,0,0,0,39.4036363636364,0,0,0,0,1
"971",523,5,1,1,60000,48,1,628,605,0,558,730,0,0,0,583,122,0,192,12,38.5968,7.0176,0,5.16,8.256,1,1,0,1,1
"973",524,5,1,0,24000,45,1,0,643,0,0,868,0,0,0,0,130,0,0,180,0,13.06125,0,0,19.35,0,1,0,0,1
"975",525,5,1,0,60000,40,1,0,0,0,0,1167,0,0,0,0,389,0,0,120,0,0,0,0,6.88,0,0,0,0,1
"979",527,4,0,1,25000,48,1,755,0,0,588,826,324,0,0,857,612,0,120,18,58.94784,0,0,5.44896,19.8144,1,0,0,1,1
"981",528,2,1,1,19000,40,0,0,416,411,438,492,0,0,346,626,288,24,192,42,0,14.1221052631579,21.7263157894737,13.5789473684211,21.7263157894737,0,1,1,1,1
"983",529,5,0,1,29000,40,0,0,761,596,0,910,0,0,446,0,302,36,0,42,0,14.2344827586207,28.4689655172414,0,14.2344827586207,0,1,1,0,1
"985",530,1,1,0.5,30000,40,1,551,598,526,0,776,158,14,792,0,540,36,0,42,54.008,10.32,27.52,0,13.76,1,1,1,0,1
"990",534,1,1,1,120000,40,1,304,444,401,390,619,302,14,922,1282,648,24,120,42,11.352,2.236,6.88,1.118,3.44,1,1,1,1,1
"992",535,5,1,0,11000,60,1,0,0,644,0,945,0,0,785,0,785,138,0,12,0,0,112.581818181818,0,56.2909090909091,0,0,1,0,1
"994",536,5,1,1,30000,45,0,912,912,956,0,1191,130,22,295,0,418,78,0,30,83.592,22.446,27.09,0,15.48,1,1,1,0,1
"996",537,1,1,1,70000,48,1,430,487,411,0,676,302,0,497,0,425,30,0,42,26.7140571428571,4.59977142857143,14.1531428571429,0,7.07657142857143,1,1,1,0,1
"998",538,5,1,0,30000,45,1,0,0,0,0,1198,0,0,0,0,302,0,0,78,0,0,0,0,15.48,0,0,0,0,1
"1000",539,5,1,0,33000,48,1,0,0,792,0,1121,0,0,540,0,540,138,0,12,0,0,30.0218181818182,0,15.0109090909091,0,0,1,0,1
"1002",540,5,1,1,45000,45,1,633,0,612,0,1144,302,0,562,0,101,36,0,48,45.666,0,20.64,0,10.32,1,0,1,0,1
"1004",541,5,1,0,17000,45,0,0,0,1016,0,1424,0,0,382,0,475,78,0,78,0,0,68.2941176470588,0,27.3176470588235,0,0,1,0,1
"1006",542,4,1,0,43000,48,1,0,0,0,486,569,0,0,0,533,374,0,192,12,0,0,0,6.336,11.52,0,0,0,1,1
"1010",544,5,1,0,44000,50,1,0,0,0,0,938,0,0,0,0,72,0,0,210,0,0,0,0,11.7272727272727,0,0,0,0,1
"1012",545,5,1,0.5,80000,44,1,852,842,768,0,1276,202,0,806,0,374,78,0,78,47.2527,11.2101,11.352,0,5.676,1,1,1,0,1
"1014",546,5,1,0,48000,48,1,0,0,826,0,1157,0,0,1066,0,418,78,0,78,0,0,20.64,0,10.32,0,0,1,0,1
"1018",548,5,0,0.5,18000,44,0,0,862,706,0,1121,0,0,706,0,504,36,0,78,0,33.4253333333333,50.4533333333333,0,25.2266666666667,0,1,1,0,1
"1020",549,4,1,0.5,70000,48,1,851,851,0,816,842,86,0,0,346,461,0,192,18,26.1833142857143,6.01508571428571,0,3.89211428571429,7.07657142857143,1,1,0,1,1
"1022",550,5,0,0,40000,50,0,0,0,0,0,1053,0,0,0,0,72,0,0,12,0,0,0,0,12.9,0,0,0,0,1
"1024",551,2,1,0.5,42000,51,1,532,418,438,0,830,324,216,742,0,403,24,0,42,49.8124285714286,8.14542857142857,25.0628571428571,0,12.5314285714286,1,1,1,0,1
"1026",552,5,0,1,37000,51,0,0,365,386,0,341,0,72,727,0,259,138,0,6,0,6.04556756756757,28.4497297297297,0,14.2248648648649,0,1,1,0,1
"1028",553,5,1,1,40000,44,0,256,0,319,0,463,518,0,475,0,475,138,0,12,4.5408,0,22.704,0,11.352,1,0,1,0,1
"1029",554,5,1,0.5,20000,45,0,276,276,0,0,450,22,22,0,0,29,0,0,300,35.4105,5.805,0,0,23.22,1,1,0,0,1
"1031",555,4,0,0,22000,48,0,0,0,0,324,410,0,0,0,648,346,0,192,6,0,0,0,12.384,22.5163636363636,0,0,0,1,1
"1033",556,5,0,0,8000,40,0,0,0,0,0,1157,0,0,0,0,497,0,0,78,0,0,0,0,51.6,0,0,0,0,1
"1035",557,4,1,0.5,122000,46,1,954,954,0,816,973,86,0,0,648,533,0,192,30,28.5026557377049,8.46324590163934,0,2.43196721311475,3.89114754098361,1,1,0,1,1
"1037",558,4,1,0,15000,45,1,0,0,318,336,671,0,0,533,1332,230,24,120,30,0,0,61.92,10.062,30.96,0,0,1,1,1
"1041",560,4,1,1,70000,48,1,954,0,0,816,970,108,0,0,648,547,0,192,30,36.9750857142857,0,0,3.89211428571429,7.07657142857143,1,0,0,1,1
"1043",561,5,1,0.5,78000,51,1,1055,1055,0,0,1238,324,0,0,0,302,0,0,78,25.6412307692308,10.2902307692308,0,0,6.74769230769231,1,1,0,0,1
"1045",562,1,1,0.66,150000,44,1,488,488,426,0,742,72,0,187,0,317,30,0,300,5.2976,2.6488,3.0272,0,3.0272,1,1,1,0,1
"1047",563,2,0,0,13000,40,0,0,517,0,0,689,0,0,0,0,331,0,0,42,0,26.1969230769231,0,0,31.7538461538462,0,1,0,0,1
"1049",564,4,1,0.5,57000,48,1,728,728,0,588,895,58,58,0,907,374,0,120,12,75.1730526315789,10.4286315789474,0,2.38989473684211,8.69052631578947,1,1,0,1,1
"1051",565,1,1,1,250000,45,1,950,0,0,0,1231,403,0,0,0,432,0,0,270,13.09608,0,0,0,1.8576,1,0,0,0,1
"1053",566,5,1,0,70000,48,1,0,0,0,0,1257,0,0,0,0,727,0,0,96,0,0,0,0,7.07657142857143,0,0,0,0,1
"1055",567,5,1,1,58000,48,1,922,0,933,0,1151,324,0,504,0,576,78,0,30,45.0521379310345,0,17.0813793103448,0,8.54068965517241,1,0,1,0,1
"1057",568,1,0,0.5,58000,48,0,270,324,545,0,718,202,58,295,0,310,24,0,30,31.6005517241379,5.55144827586207,17.0813793103448,0,8.54068965517241,1,1,1,0,1
"1059",569,4,1,0.33,40000,48,0,427,420,386,432,565,324,0,670,850,346,24,192,12,26.6256,8.0496,24.768,6.8112,12.384,1,1,1,1,1
"1063",571,2,0,1,35000,48,0,0,1072,907,0,1236,0,0,691,0,403,78,0,42,0,21.5835428571429,28.3062857142857,0,14.1531428571429,0,1,1,0,1
"1065",572,1,1,0.5,70000,48,1,236,236,0,198,359,86,0,0,288,360,0,192,42,20.1682285714286,3.00754285714286,0,4.42285714285714,7.07657142857143,1,1,0,1,1
"1069",574,5,1,0,18000,50,1,0,0,455,0,880,0,0,331,0,115,30,0,300,0,0,57.3333333333333,0,28.6666666666667,0,0,1,0,1
"1071",575,1,1,1,190000,45,1,560,554,0,510,724,288,22,0,461,180,0,192,12,9.22689473684211,2.38310526315789,0,1.52763157894737,2.44421052631579,1,1,0,1,1
"1073",576,4,1,1,165000,45,1,721,732,0,636,823,166,22,0,922,626,0,192,12,9.42872727272727,3.23672727272727,0,1.548,2.81454545454545,1,1,0,1,1
"1076",578,5,1,0,46000,48,1,0,0,757,0,1205,0,0,144,0,317,36,0,300,0,0,26.9217391304348,0,10.7686956521739,0,0,1,0,1
"1078",579,5,0,0.5,32000,60,1,385,385,0,372,343,324,0,0,490,245,0,192,6,44.98875,15.48,0,12.09375,19.35,1,1,0,1,1
"1080",580,5,1,0,30000,50,1,0,0,1064,0,1532,0,0,533,0,533,138,0,12,0,0,34.4,0,17.2,0,0,1,0,1
"1082",581,3,1,1,90000,48,1,1059,0,998,0,1220,324,0,511,0,266,78,0,30,23.2544,0,13.76,0,5.504,1,0,1,0,1
"1084",582,5,1,0,39000,52,1,0,0,1275,0,1369,0,0,569,0,36,138,0,78,0,0,27.52,0,13.76,0,0,1,0,1
"1086",583,5,1,0,14500,50,1,0,0,0,0,1220,0,0,0,0,504,0,0,180,0,0,0,0,35.5862068965517,0,0,0,0,1
"1088",584,5,0,0.5,16000,40,0,0,773,0,0,994,0,0,0,0,130,0,0,66,0,26.445,0,0,25.8,0,1,0,0,1
"1090",585,5,0,0,13000,55,1,0,0,798,0,1052,0,0,1440,0,317,138,0,210,0,0,87.3230769230769,0,43.6615384615385,0,0,1,0,1
"1092",586,3,0,0,43800,40,1,0,821,751,0,1003,0,0,446,0,230,36,0,42,0,9.66027397260274,18.8493150684932,0,9.42465753424658,0,1,1,0,1
"1094",587,3,1,1,65000,40,1,586,0,759,636,919,108,0,310,1202,396,36,192,300,9.68492307692308,0,15.8769230769231,3.96923076923077,6.35076923076923,1,0,1,1,1
"1096",588,5,0,0,21000,43,0,0,0,359,0,767,0,0,778,0,173,24,0,30,0,0,52.8285714285714,0,21.1314285714286,0,0,1,0,1
"1098",589,4,1,1,70000,48,1,280,0,222,222,422,331,0,554,166,166,24,192,42,6.01508571428571,0,14.1531428571429,4.42285714285714,7.07657142857143,1,0,1,1,1
"1100",590,4,1,0.5,120000,50,1,313,345,386,336,499,144,0,418,1210,504,24,120,12,11.2875,3.225,4.3,1.1825,4.3,1,1,1,1,1
"1102",591,4,0,0,17000,40,1,0,0,524,666,832,0,0,461,936,173,36,120,42,0,0,48.5647058823529,6.67764705882353,24.2823529411765,0,0,1,1,1
"1104",592,4,0,0,22000,45,1,0,0,248,102,323,0,0,281,670,353,48,72,18,0,0,31.6636363636364,13.1931818181818,21.1090909090909,0,0,1,1,1
"1107",594,4,1,1,72000,40,1,299,299,253,102,368,324,0,533,900,360,48,72,30,7.59666666666667,1.57666666666667,8.6,3.58333333333333,5.73333333333333,1,1,1,1,1
"1109",595,1,0,0.5,22000,45,0,1255,1255,0,0,1740,288,0,0,0,562,0,0,18,69.1322727272727,29.025,0,0,21.1090909090909,1,1,0,0,1
"1112",597,4,1,0,32000,60,1,0,0,506,593,605,0,0,828,504,1087,138,192,12,0,0,38.7,10.6425,19.35,0,0,1,1,1
"1114",598,1,1,1,19500,44,0,853,0,0,0,1160,418,0,0,0,86,0,0,120,100.712615384615,0,0,0,23.2861538461538,1,0,0,0,1
"1116",599,5,1,0,23000,44,1,0,0,0,0,761,0,0,0,0,259,0,0,162,0,0,0,0,29.6139130434783,0,0,0,0,1
"1118",600,4,0,0,32000,45,0,0,856,0,666,883,0,0,0,720,115,0,192,12,0,12.6984375,0,7.981875,29.025,0,1,0,1,1
"1119",601,5,0,0,19000,44,1,0,0,0,0,1168,0,0,0,0,137,0,0,42,0,0,0,0,47.7978947368421,0,0,0,0,1
"1120",602,2,0,0.5,25000,44,0,728,728,0,0,1508,346,130,0,0,72,0,0,360,107.61696,19.97952,0,0,18.1632,1,1,0,0,1
"1124",604,4,0,0.5,80000,48,0,302,302,241,102,313,324,0,317,619,317,48,72,18,8.3592,1.8576,9.288,3.87,6.192,1,1,1,1,1
"1130",607,2,0,0.5,28000,40,0,493,485,433,0,743,324,0,504,0,598,30,0,42,37.2257142857143,12.5314285714286,29.4857142857143,0,14.7428571428571,1,1,1,0,1
"1132",608,4,1,0.5,75000,44,1,267,345,373,384,526,288,0,432,670,432,24,192,42,34.51008,3.93536,6.0544,3.32992,6.0544,1,1,1,1,1
"1134",609,2,0,0,20000,40,0,0,106,0,0,91,0,0,0,0,331,0,0,6,0,3.096,0,0,20.64,0,1,0,0,1
"1136",610,1,1,1,110000,40,1,835,0,722,0,936,108,0,259,0,259,60,0,60,9.10036363636364,0,7.50545454545455,0,4.69090909090909,1,0,1,0,1
"1138",611,5,0,0,50000,40,1,0,0,0,438,1093,0,0,0,936,158,0,192,78,0,0,0,4.5408,8.256,0,0,0,1,1
"1140",612,4,0,0,19000,40,0,0,0,0,714,1018,0,0,0,734,360,0,192,30,0,0,0,11.9494736842105,21.7263157894737,0,0,0,1,1
"1141",613,2,0,1,50000,45,0,0,638,0,558,741,0,0,0,763,360,0,192,12,0,7.6626,0,5.805,9.288,0,1,0,1,1
"1143",614,3,1,1,30000,60,1,402,426,425,0,657,288,0,130,0,130,30,0,42,68.628,16.512,20.64,0,20.64,1,1,1,0,1
"1145",615,5,0,0,12000,48,1,0,0,0,0,817,0,0,0,0,302,0,0,42,0,0,0,0,41.28,0,0,0,0,1
"1147",616,5,0,1,40000,45,1,391,0,509,324,473,324,0,677,706,382,24,192,6,23.51025,0,23.22,7.25625,11.61,1,0,1,1,1
"1149",617,2,0,0.5,60000,48,0,487,491,395,0,692,324,101,713,0,382,30,0,42,24.1488,8.6688,16.512,0,8.256,1,1,1,0,1
"1151",618,4,1,1,50000,44,1,316,0,446,438,637,230,0,641,655,418,24,192,12,37.23456,0,18.1632,4.99488,9.0816,1,0,1,1,1
