"ID","ICH","SEXO","AUTLIC","ILM","HTS","JEFH","TVIA1","TVIA2","TVIA3","TVIA4","TVIA5","TCAM1","TCAM2","TCAM3","TCAM4","TCAM5","TESP3","TESP4","TESP5","CTOT1_w","CTOT2_w","CTOT3_w","CTOT4_w","CTOT5_w","DISP1","DISP2","DISP3","DISP4","DISP5"
"388",204,5,1,0,6000,44,1,0,0,239,0,248,0,0,533,0,245,24,0,54,0,0,151.36,0,75.68,0,0,1,0,1
"390",205,4,0,1,25000,55,1,0,643,0,570,768,0,0,0,382,223,0,192,12,0,21.0012,0,14.19,22.704,0,1,0,1,1
"392",206,4,1,0.5,120000,40,1,633,650,0,570,823,317,0,0,835,346,0,192,12,5.074,2.58,0,1.892,3.44,1,1,0,1,1
"394",207,5,0,0,20000,45,0,0,0,517,0,749,0,0,230,0,259,36,0,42,0,0,46.44,0,23.22,0,0,1,0,1
"396",208,4,1,1,1e+05,40,1,928,0,770,762,1012,324,0,605,670,281,36,192,30,11.1456,0,8.256,2.58,4.128,1,0,1,1,1
"398",209,5,0,0,21000,44,0,0,0,0,0,1281,0,0,0,0,533,0,0,78,0,0,0,0,21.6228571428571,0,0,0,0,1
"400",210,5,1,0.5,28000,54,1,890,860,669,0,1030,324,0,634,0,158,36,0,42,63.1915714285714,22.8882857142857,39.8057142857143,0,19.9028571428571,1,1,1,0,1
"402",211,4,1,0,37000,45,1,0,0,0,618,689,0,0,0,238,173,0,192,12,0,0,0,7.84459459459459,12.5513513513514,0,0,0,1,1
"404",212,5,0,0.5,45000,45,0,399,332,0,0,338,324,0,0,0,403,0,0,6,15.738,3.354,0,0,10.32,1,1,0,0,1
"406",213,4,1,0,49000,60,1,0,0,370,432,521,0,0,554,418,317,24,192,6,0,0,25.2734693877551,7.89795918367347,12.6367346938776,0,0,1,1,1
"408",214,5,1,0.5,50000,45,1,937,910,808,0,1145,324,0,806,0,677,78,0,42,34.83,13.4676,18.576,0,9.288,1,1,1,0,1
"410",215,5,1,1,20000,60,1,244,0,0,0,194,324,0,0,0,418,0,0,6,36.378,0,0,0,30.96,1,0,0,0,1
"412",216,5,1,0,25600,45,1,0,0,514,0,912,0,0,266,0,194,36,0,48,0,0,36.28125,0,18.140625,0,0,1,0,1
"416",218,5,1,0,50000,50,1,0,0,0,0,236,0,0,0,0,302,0,0,6,0,0,0,0,10.32,0,0,0,0,1
"418",219,3,1,0.5,50000,45,1,510,510,475,0,730,324,0,158,0,490,30,0,12,18.3438,5.5728,9.288,0,9.288,1,1,1,0,1
"420",220,2,0,0.5,59000,40,1,369,369,341,0,499,324,0,101,0,158,24,0,42,14.6928813559322,4.72271186440678,13.9932203389831,0,6.99661016949153,1,1,1,0,1
"422",221,4,0,0.2,28000,40,0,909,909,0,762,1058,324,0,0,749,259,0,192,30,40.9114285714286,14.7428571428571,0,9.21428571428572,14.7428571428571,1,1,0,1,1
"426",223,2,0,0,60000,50,1,0,130,0,0,170,0,0,0,0,338,0,0,36,0,0.86,0,0,8.6,0,1,0,0,1
"428",224,1,1,0.5,30000,45,0,341,357,371,0,541,432,0,317,0,187,24,0,42,35.604,10.449,30.96,0,15.48,1,1,1,0,1
"433",227,5,1,0.25,15000,60,0,267,230,0,0,206,324,0,0,0,374,0,0,6,53.664,10.32,0,0,41.28,1,1,0,0,1
"435",228,4,0,1,27000,45,1,0,0,0,684,852,0,0,0,598,497,0,192,18,0,0,0,9.46,17.2,0,0,0,1,1
"437",229,5,1,0,33000,45,1,0,0,790,0,1102,0,0,504,0,504,138,0,12,0,0,28.1454545454545,0,14.0727272727273,0,0,1,0,1
"439",230,5,1,0,25000,48,1,0,0,532,0,953,0,0,288,0,216,36,0,78,0,0,39.6288,0,19.8144,0,0,1,0,1
"441",231,5,1,0,23000,45,1,0,0,1337,0,1367,0,0,770,0,461,138,0,66,0,0,40.3826086956522,0,20.1913043478261,0,0,1,0,1
"443",232,4,1,1,44000,45,1,535,0,0,558,580,324,0,0,461,274,0,192,12,24.2754545454545,0,0,6.59659090909091,10.5545454545455,1,0,0,1,1
"445",233,5,1,1,30000,48,1,697,0,0,0,866,324,0,0,0,338,0,0,66,45.8208,0,0,0,16.512,1,0,0,0,1
"447",234,4,1,1,110000,50,1,612,576,442,486,616,324,0,655,410,382,24,192,12,10.7890909090909,3.51818181818182,9.38181818181818,2.93181818181818,4.69090909090909,1,1,1,1,1
"449",235,4,1,1,50000,50,1,810,0,0,762,858,324,0,0,324,295,0,192,30,31.734,0,0,6.45,10.32,1,0,0,1,1
"451",236,1,1,1,60000,45,1,580,0,592,0,737,418,0,756,0,389,138,0,108,21.672,0,15.48,0,7.74,1,0,1,0,1
"453",237,5,1,0,28000,55,1,0,0,329,0,633,0,0,302,0,432,24,0,30,0,0,40.5428571428571,0,20.2714285714286,0,0,1,0,1
"455",238,5,1,0.5,55000,60,1,786,748,612,0,832,324,0,403,0,418,36,0,42,30.96,10.9767272727273,22.5163636363636,0,14.0727272727273,1,1,1,0,1
"456",239,5,1,0,15000,45,1,0,0,689,0,974,0,0,367,0,425,36,0,30,0,0,61.92,0,30.96,0,0,1,0,1
"458",240,5,1,0,26000,44,1,0,0,0,0,1605,0,0,0,0,576,0,0,84,0,0,0,0,17.4646153846154,0,0,0,0,1
"460",241,3,0,1,32000,44,0,0,0,498,0,850,0,0,374,0,446,30,0,66,0,0,14.19,0,14.19,0,0,1,0,1
"462",242,3,0,0,23000,45,1,0,0,429,0,774,0,0,122,0,295,30,0,66,0,0,20.1913043478261,0,20.1913043478261,0,0,1,0,1
"464",243,5,0,0.5,18000,48,0,891,891,701,0,1167,324,0,425,0,403,36,0,54,94.256,37.152,55.04,0,27.52,1,1,1,0,1
"466",244,5,1,0,15000,48,1,0,0,549,0,848,0,0,317,0,511,36,0,48,0,0,66.048,0,33.024,0,0,1,0,1
"468",245,4,1,0.5,35000,44,1,559,559,0,438,637,324,0,0,562,158,0,192,12,29.8395428571429,10.0546285714286,0,8.10857142857143,12.9737142857143,1,1,0,1,1
"470",246,5,1,0,9000,50,1,0,0,0,0,968,0,0,0,0,230,0,0,270,0,0,0,0,57.3333333333333,0,0,0,0,1
"472",247,5,1,0,20000,50,1,0,0,0,0,968,0,0,0,0,194,0,0,270,0,0,0,0,25.8,0,0,0,0,1
"474",248,5,1,0.5,20000,50,1,721,721,0,0,938,324,0,0,0,194,0,0,270,76.755,29.025,0,0,25.8,1,1,0,0,1
"476",249,5,1,0,15000,48,1,0,0,0,0,1070,0,0,0,0,173,0,0,78,0,0,0,0,33.024,0,0,0,0,1
"478",250,5,1,0,20000,45,1,0,0,0,0,1028,0,0,0,0,698,0,0,30,0,0,0,0,23.22,0,0,0,0,1
"480",251,5,0,0,20000,44,1,0,0,1224,0,1417,0,0,1030,0,338,138,0,66,0,0,45.408,0,22.704,0,0,1,0,1
"482",252,5,0,0,20000,45,1,0,0,0,0,1462,0,0,0,0,230,0,0,66,0,0,0,0,23.22,0,0,0,0,1
"484",253,5,1,0,18000,44,1,0,0,0,0,1222,0,0,0,0,230,0,0,78,0,0,0,0,25.2266666666667,0,0,0,0,1
"486",254,5,1,0,18000,44,1,0,0,0,0,1052,0,0,0,0,266,0,0,66,0,0,0,0,25.2266666666667,0,0,0,0,1
"488",255,5,0,0,34000,40,1,0,0,725,0,1331,0,0,353,0,230,36,0,228,0,0,24.2823529411765,0,12.1411764705882,0,0,1,0,1
"492",257,5,0,0,50000,44,1,0,0,770,0,1040,0,0,396,0,389,36,0,30,0,0,18.1632,0,9.0816,0,0,1,0,1
"494",258,2,1,0.66,120000,52,1,1013,1013,0,0,1065,324,0,0,0,252,0,0,30,16.9936,6.8198,0,0,4.472,1,1,0,0,1
"496",259,5,1,0.5,60000,48,1,746,746,722,0,1035,324,0,454,0,454,138,0,12,23.9424,8.8752,16.512,0,8.256,1,1,1,0,1
"498",260,3,1,1,48000,45,1,0,0,1230,0,1680,0,0,310,0,238,138,0,18,0,0,24.1875,0,9.675,0,0,1,0,1
"500",261,5,1,0.5,80000,52,1,920,920,1013,0,1080,324,0,302,0,216,138,0,210,19.4532,7.2111,13.416,0,6.708,1,1,1,0,1
"502",262,5,1,0,52000,50,0,0,0,833,0,1199,0,0,302,0,346,138,0,12,0,0,19.8461538461538,0,9.92307692307692,0,0,1,0,1
"504",263,5,0,0,38000,40,1,0,0,0,0,1930,0,0,0,0,223,0,0,18,0,0,0,0,10.8631578947368,0,0,0,0,1
"506",264,5,1,0,22000,48,1,0,0,0,0,1961,0,0,0,0,130,0,0,120,0,0,0,0,22.5163636363636,0,0,0,0,1
"508",265,5,1,0,22000,48,1,0,0,1177,0,1589,0,0,367,0,410,138,0,18,0,0,45.0327272727273,0,22.5163636363636,0,0,1,0,1
"510",266,5,0,0,18000,44,0,0,0,0,0,420,0,0,0,0,396,0,0,78,0,0,0,0,25.2266666666667,0,0,0,0,1
"512",267,5,1,0,16000,65,1,0,0,0,0,1679,0,0,0,0,648,0,0,84,0,0,0,0,41.925,0,0,0,0,1
"514",268,5,0,0,35000,44,0,0,0,0,0,880,0,0,0,0,432,0,0,12,0,0,0,0,12.9737142857143,0,0,0,0,1
"516",269,5,1,0,20000,44,1,0,0,0,0,2007,0,0,0,0,821,0,0,120,0,0,0,0,22.704,0,0,0,0,1
"518",270,5,0,1,22000,50,0,410,0,0,0,778,324,0,0,0,180,0,0,30,50.4272727272727,0,0,0,23.4545454545455,1,0,0,0,1
"520",271,4,0,0,32000,50,0,0,0,0,762,1017,0,0,0,677,202,0,192,30,0,0,0,10.078125,16.125,0,0,0,1,1
"522",272,5,1,0,13000,54,1,0,0,0,0,853,0,0,0,0,158,0,0,162,0,0,0,0,42.8676923076923,0,0,0,0,1
"524",273,5,1,0.5,90000,55,1,366,366,328,0,637,324,0,554,0,180,24,0,30,13.0863333333333,4.09933333333333,12.6133333333333,0,6.30666666666667,1,1,1,0,1
"526",274,5,0,0.5,50000,45,1,770,0,617,0,1043,324,0,410,0,79,36,0,42,25.7742,0,18.576,0,9.288,1,0,1,0,1
"528",275,1,1,1,65000,45,1,797,0,0,0,1051,432,0,0,0,216,0,0,30,18.7546153846154,0,0,0,7.14461538461538,1,0,0,0,1
"530",276,5,1,0.5,120000,50,1,1008,1008,0,0,1065,324,0,0,0,216,0,0,30,15.1575,5.9125,0,0,4.3,1,1,0,0,1
"532",277,5,0,0,39000,45,1,0,0,0,0,1529,0,0,0,0,360,0,0,42,0,0,0,0,11.9076923076923,0,0,0,0,1
"534",278,1,1,1,40000,46,1,746,0,0,684,859,403,0,0,418,446,0,192,18,41.538,0,0,7.4175,11.868,1,0,0,1,1
"535",279,1,1,0.5,50000,45,0,815,852,0,0,1009,317,0,0,0,245,0,0,18,43.4214,7.8948,0,0,9.288,1,1,0,0,1
"537",280,5,1,0.5,36000,50,1,211,263,0,0,236,432,0,0,0,338,0,0,6,20.425,3.94166666666667,0,0,14.3333333333333,1,1,0,0,1
"539",281,4,1,1,35000,55,1,354,406,0,372,399,490,0,0,274,266,0,192,6,43.7862857142857,6.48685714285714,0,10.1357142857143,16.2171428571429,1,1,0,1,1
"541",282,5,1,0,67000,65,1,0,0,916,0,1374,0,0,511,0,554,78,0,78,0,0,20.0238805970149,0,12.5149253731343,0,0,1,0,1
"543",283,1,1,0.5,35000,48,1,686,739,599,0,857,418,0,317,0,346,36,0,42,46.7053714285714,17.3376,31.8445714285714,0,14.1531428571429,1,1,1,0,1
"546",285,4,1,0,72000,60,1,0,0,274,432,463,0,0,418,634,259,24,192,6,0,0,17.2,5.375,8.6,0,0,1,1,1
"548",286,5,1,0,45000,65,1,0,0,994,0,1198,0,0,619,0,310,138,0,66,0,0,37.2666666666667,0,14.9066666666667,0,0,1,0,1
"550",287,5,0,0,13000,40,1,0,0,0,0,1045,0,0,0,0,490,0,0,270,0,0,0,0,31.7538461538462,0,0,0,0,1
"552",288,5,1,0,32000,45,1,0,0,582,588,1094,0,0,533,540,202,36,120,48,0,0,29.025,4.7165625,14.5125,0,0,1,1,1
"554",289,4,0,0.5,25000,40,1,790,790,0,684,856,324,0,0,634,446,0,192,12,44.1696,15.6864,0,10.32,16.512,1,1,0,1,1
"556",290,5,1,0,45000,45,1,0,0,0,324,407,0,0,0,274,166,0,192,6,0,0,0,6.45,10.32,0,0,0,1,1
"558",291,5,1,1,1e+05,44,1,952,958,871,0,1279,324,0,670,0,173,78,0,30,19.18488,7.83288,9.0816,0,4.5408,1,1,1,0,1
"560",292,4,0,1,18000,45,0,0,0,0,522,821,0,0,0,1102,374,0,120,12,0,0,0,8.385,25.8,0,0,0,1,1
"562",293,4,1,0.25,48000,40,0,457,457,436,390,708,324,0,497,1102,374,24,120,42,17.415,5.59,17.2,2.795,8.6,1,1,1,1,1
"564",294,4,1,1,18000,45,1,628,0,611,384,829,324,0,677,1130,302,138,192,180,54.18,0,51.6,16.125,25.8,1,0,1,1,1
"566",295,4,0,0,30000,45,0,0,0,0,510,692,0,0,0,310,162,0,192,12,0,0,0,9.675,15.48,0,0,0,1,1
"569",297,5,1,0,35000,50,1,0,0,0,0,1197,0,0,0,0,461,0,0,120,0,0,0,0,14.7428571428571,0,0,0,0,1
"571",298,4,0,0,35000,40,0,0,0,0,618,787,0,0,0,562,418,0,192,12,0,0,0,7.37142857142857,11.7942857142857,0,0,0,1,1
"574",300,1,1,1,58000,35,1,1057,0,1064,0,1353,461,0,130,0,698,78,0,42,23.0420689655172,0,14.0120689655172,0,6.22758620689655,1,0,1,0,1
"576",301,5,1,0,12000,48,1,0,0,606,0,823,0,0,446,0,648,36,0,42,0,0,103.2,0,51.6,0,0,1,0,1
"578",302,5,1,0,24000,45,1,0,0,0,0,1400,0,0,0,0,338,0,0,432,0,0,0,0,19.35,0,0,0,0,1
"580",303,1,1,1,120000,44,1,552,0,0,438,622,144,0,0,540,389,0,192,12,6.5274,0,0,2.365,3.784,1,0,0,1,1
"584",305,4,1,1,37000,44,1,541,0,527,570,892,144,0,425,814,302,30,192,66,37.4309189189189,0,24.5448648648649,7.67027027027027,12.2724324324324,1,0,1,1,1
"586",306,4,0,0,26000,42,1,0,0,0,174,372,0,0,0,706,252,0,192,300,0,0,0,10.4192307692308,16.6707692307692,0,0,0,1,1
"588",307,4,1,0.5,1e+05,40,1,579,622,0,558,679,360,0,0,223,266,0,192,12,11.0424,4.8504,0,2.2704,4.128,1,1,0,1,1
"589",308,4,1,0.5,98000,44,1,746,815,0,684,826,144,0,0,389,346,0,192,18,11.4678367346939,5.90767346938775,0,2.89591836734694,4.6334693877551,1,1,0,1,1
"591",309,5,1,0,10000,55,1,0,0,689,0,853,0,0,734,0,518,138,0,12,0,0,113.52,0,56.76,0,0,1,0,1
"594",311,4,0,1,20000,44,0,0,0,0,570,957,0,0,0,302,72,0,192,78,0,0,0,12.4872,22.704,0,0,0,1,1
"595",312,4,1,1,73000,45,1,0,0,0,636,823,0,0,0,432,194,0,192,12,0,0,0,3.97602739726027,6.36164383561644,0,0,0,1,1
"596",313,5,1,0,13000,44,0,0,0,0,0,1159,0,0,0,0,720,0,0,12,0,0,0,0,34.9292307692308,0,0,0,0,1
"597",314,1,1,0.5,68000,48,1,440,512,425,0,793,461,0,569,0,446,30,0,66,17.1190588235294,4.37082352941176,14.5694117647059,0,7.28470588235294,1,1,1,0,1
"600",317,5,1,0,28000,48,1,0,0,0,0,1385,0,0,0,0,605,0,0,12,0,0,0,0,17.6914285714286,0,0,0,0,1
"601",318,5,1,0,70000,45,1,0,0,746,0,1085,0,0,367,0,367,138,0,12,0,0,9.95142857142857,0,6.63428571428571,0,0,1,0,1
"602",319,5,0,0,45000,45,1,0,0,0,738,882,0,0,0,950,677,0,192,12,0,0,0,6.45,10.32,0,0,0,1,1
"604",321,4,1,0,25000,48,1,0,0,420,390,569,0,0,806,1138,619,24,120,12,0,0,39.6288,5.44896,19.8144,0,0,1,1,1
"605",322,5,1,0,24000,40,1,0,0,922,0,1224,0,0,864,0,230,138,0,210,0,0,34.4,0,17.2,0,0,1,0,1
"606",323,5,0,0.75,50000,42,0,673,703,0,570,995,324,0,0,331,72,0,192,78,28.82376,11.05272,0,5.418,8.6688,1,1,0,1,1
"607",324,4,0,0,33000,45,0,0,0,0,486,642,0,0,0,432,346,0,192,12,0,0,0,7.74,14.0727272727273,0,0,0,1,1
"608",325,5,0,0,15000,40,1,0,0,0,0,1030,0,0,0,0,374,0,0,30,0,0,0,0,27.52,0,0,0,0,1
"609",326,4,1,1,90000,45,1,878,929,0,672,848,274,0,0,763,864,0,192,12,22.575,6.966,0,3.225,5.16,1,1,0,1,1
"610",327,5,1,0,12000,46,0,0,0,0,0,97,0,0,0,0,533,0,0,6,0,0,0,0,39.56,0,0,0,0,1
"611",329,5,0,0.2,24000,40,0,675,675,0,0,1044,324,0,0,0,360,0,0,12,38.7,12.9,0,0,17.2,1,1,0,0,1
"612",330,5,1,1,45000,42,1,364,0,0,0,266,288,0,0,0,144,0,0,6,35.1568,0,0,0,9.632,1,0,0,0,1
"613",331,5,1,1,26500,45,1,676,701,0,0,829,324,0,0,0,158,0,0,108,42.0588679245283,14.8958490566038,0,0,17.5245283018868,1,1,0,0,1
"614",332,4,1,1,38000,45,1,0,0,524,618,721,0,0,310,238,266,36,192,12,0,0,24.4421052631579,6.72157894736842,12.2210526315789,0,0,1,1,1
"615",333,5,1,0,23000,44,1,0,0,0,294,266,0,0,0,418,310,0,192,6,0,0,0,12.3391304347826,19.7426086956522,0,0,0,1,1
"616",334,4,0,0,20000,48,1,0,0,0,618,838,0,0,0,403,216,0,192,12,0,0,0,13.6224,24.768,0,0,0,1,1
"617",335,4,0,0.5,25000,48,0,0,712,0,522,995,0,0,0,1066,410,0,120,78,0,19.8144,0,5.44896,19.8144,0,1,0,1,1
"618",336,5,1,0,9800,50,1,0,0,0,0,1315,0,0,0,0,554,0,0,12,0,0,0,0,52.6530612244898,0,0,0,0,1
"619",337,5,1,1,1e+05,45,1,632,0,0,486,637,324,0,0,691,86,0,192,12,12.6549,0,0,2.5542,4.644,1,0,0,1,1
"620",338,5,0,0,25000,45,0,0,0,0,0,841,0,0,0,0,173,0,0,12,0,0,0,0,18.576,0,0,0,0,1
"621",339,5,1,0.5,80000,48,1,557,597,490,486,766,619,29,1195,907,288,30,192,12,31.1148,5.2632,6.192,3.4056,6.192,1,1,1,1,1
"622",340,4,1,0.5,39000,54,1,628,679,0,612,1027,418,0,0,490,151,0,192,210,45.0110769230769,10.3596923076923,0,7.85907692307692,14.2892307692308,1,1,0,1,1
"624",341,2,0,0.5,37000,35,1,1024,1024,1066,0,1535,396,144,353,0,353,138,0,12,46.1262162162162,7.80972972972973,19.5243243243243,0,9.76216216216216,1,1,1,0,1
"626",342,5,0,0.5,45000,45,0,455,455,0,384,869,324,0,0,1094,382,0,192,78,22.446,7.224,0,6.45,10.32,1,1,0,1,1
"628",343,5,0,1,37000,40,1,0,0,557,0,856,0,0,1044,0,1044,138,0,12,0,0,22.3135135135135,0,11.1567567567568,0,0,1,0,1
"630",344,5,1,0,60000,50,1,0,0,1236,0,1313,0,0,223,0,310,78,0,30,0,0,21.5,0,8.6,0,0,1,0,1
"632",345,5,0,0.5,40000,48,0,200,266,0,174,499,202,0,0,727,295,0,192,54,13.3128,7.4304,0,7.74,12.384,1,1,0,1,1
"633",346,1,0,1,60000,48,1,409,405,740,384,706,43,0,288,914,360,24,192,300,9.9072,4.9536,16.512,5.16,8.256,1,1,1,1,1
"635",347,5,0,0.5,36000,44,1,0,733,0,0,1009,0,0,0,0,490,0,0,210,0,12.6133333333333,0,0,12.6133333333333,0,1,0,0,1
"637",348,4,1,0,15000,44,0,0,905,0,870,1134,0,0,0,468,245,0,192,42,0,38.5968,0,16.6496,30.272,0,1,0,1,1
"639",349,5,0,0,18000,45,0,0,0,1169,0,1588,0,0,418,0,418,138,0,18,0,0,51.6,0,25.8,0,0,1,0,1
"641",350,4,1,0,16500,44,0,0,0,0,870,1298,0,0,0,670,216,0,192,42,0,0,0,15.136,27.52,0,0,0,1,1
"643",351,5,1,0,20000,55,1,0,674,436,0,857,0,0,1037,0,331,36,0,42,0,31.218,49.665,0,28.38,0,1,1,0,1
"645",352,5,1,0.5,90000,50,1,962,962,0,0,1199,108,0,0,0,418,0,0,78,20.9266666666667,10.4633333333333,0,0,5.73333333333333,1,1,0,0,1
"647",353,5,0,0,20000,44,1,0,0,680,0,1090,0,0,864,0,526,138,0,12,0,0,45.408,0,22.704,0,0,1,0,1
"651",355,5,1,0,40000,48,1,0,0,0,0,946,0,0,0,0,252,0,0,12,0,0,0,0,12.384,0,0,0,0,1
"653",356,4,1,0,15000,44,1,0,0,0,870,1229,0,0,0,454,245,0,192,42,0,0,0,16.6496,30.272,0,0,0,1,1
"655",357,1,1,1,30000,60,1,1124,0,0,0,1580,0,0,0,0,828,0,0,210,54.18,0,0,0,20.64,1,0,0,0,1
"659",359,4,0,0,26000,44,0,0,856,0,726,0,0,0,0,576,0,0,192,0,0,18.3378461538462,0,9.60553846153846,0,0,1,0,1,0
"661",360,5,1,0,15000,48,1,0,0,0,0,1012,0,0,0,0,400,0,0,12,0,0,0,0,33.024,0,0,0,0,1
"663",361,5,1,0,33500,54,1,0,0,0,0,1301,0,0,0,0,612,0,0,12,0,0,0,0,16.635223880597,0,0,0,0,1
"665",362,5,1,1,30000,70,1,482,482,431,0,583,324,0,756,0,756,36,0,60,52.976,17.458,48.16,0,30.1,1,1,1,0,1
"667",363,5,1,0,9500,40,1,0,0,0,0,1238,0,0,0,0,281,0,0,180,0,0,0,0,43.4526315789474,0,0,0,0,1
"669",364,2,0,1,16000,64,0,0,725,0,0,1135,0,130,0,0,518,0,0,180,0,37.152,0,0,41.28,0,1,0,0,1
"671",365,5,1,0,30000,45,1,0,0,0,0,1184,0,0,0,0,389,0,0,120,0,0,0,0,15.48,0,0,0,0,1
"673",366,5,0,1,35000,45,0,918,0,879,0,1172,108,0,346,0,346,78,0,30,33.8348571428571,0,26.5371428571429,0,13.2685714285714,1,0,1,0,1
"675",367,4,0,1,21000,40,0,0,0,0,636,805,0,0,0,842,526,0,192,12,0,0,0,10.8114285714286,19.6571428571429,0,0,0,1,1
"677",368,5,1,0.33,55000,48,1,583,0,0,486,719,324,0,0,878,245,0,192,12,18.2382545454545,0,0,5.62909090909091,9.00654545454545,1,0,0,1,1
"679",369,5,0,1,30000,48,0,0,0,0,0,1138,0,0,0,0,360,0,0,270,0,0,0,0,16.512,0,0,0,0,1
"681",370,5,1,0,9000,48,0,0,0,0,0,959,0,0,0,0,353,0,0,66,0,0,0,0,55.04,0,0,0,0,1
"682",371,5,1,0,40000,60,1,0,0,0,0,1359,0,0,0,0,230,0,0,12,0,0,0,0,15.48,0,0,0,0,1
"684",372,5,1,0,9000,48,0,0,0,0,0,1277,0,0,0,0,209,0,0,42,0,0,0,0,55.04,0,0,0,0,1
"685",373,5,1,1,38000,40,1,824,857,0,0,1344,461,0,0,0,418,0,0,12,24.4421052631579,11.4063157894737,0,0,10.8631578947368,1,1,0,0,1
"686",374,5,1,0,85000,50,1,0,976,0,0,1187,0,0,0,0,194,0,0,78,0,7.89176470588235,0,0,6.07058823529412,0,1,0,0,1
"687",375,5,0,1,16000,40,0,0,891,0,0,1156,0,0,0,0,259,0,0,210,0,25.8,0,0,25.8,0,1,0,0,1
"689",376,5,1,0,9000,60,1,0,0,0,0,950,0,0,0,0,230,0,0,180,0,0,0,0,68.8,0,0,0,0,1
"691",377,5,0,0,28000,44,1,0,0,0,0,1134,0,0,0,0,792,0,0,30,0,0,0,0,16.2171428571429,0,0,0,0,1
"695",379,5,0,1,11000,44,0,0,0,0,636,851,0,0,0,749,302,0,192,12,0,0,0,25.8,41.28,0,0,0,1,1
"697",380,5,0,0,11000,44,0,0,0,328,0,655,0,0,511,0,108,24,0,30,0,0,72.24,0,41.28,0,0,1,0,1
"699",381,5,1,1,1e+05,50,1,388,0,0,0,889,461,0,0,0,158,0,0,66,17.028,0,0,0,5.16,1,0,0,0,1
"702",383,4,0,0,24000,50,1,0,0,0,522,822,0,0,0,1123,202,0,120,12,0,0,0,5.9125,21.5,0,0,0,1,1
"704",384,4,0,1,30000,48,0,646,676,586,510,697,504,0,922,634,850,30,192,42,79.6704,16.0992,33.024,9.0816,16.512,1,1,1,1,1
"706",385,5,0,1,40000,44,0,451,451,361,0,521,324,0,533,0,533,138,0,12,17.3118,4.257,22.704,0,11.352,1,1,1,0,1
"708",386,5,1,0,50000,48,1,0,0,0,0,906,0,0,0,0,173,0,0,108,0,0,0,0,9.9072,0,0,0,0,1
"711",388,5,0,0.5,33000,48,0,0,0,552,0,816,0,0,619,0,619,138,0,12,0,0,30.0218181818182,0,15.0109090909091,0,0,1,0,1
"713",389,3,1,0.66,35000,48,0,957,1106,1087,0,1366,446,0,374,0,446,78,0,42,96.2413714285714,36.4443428571429,35.3828571428571,0,14.1531428571429,1,1,1,0,1
"715",390,5,0,0,34000,45,1,0,0,340,294,565,0,0,374,360,86,24,192,42,0,0,13.6588235294118,8.53676470588235,13.6588235294118,0,0,1,1,1
"717",391,4,1,0,1e+05,40,1,0,0,0,762,899,0,0,0,403,432,0,192,30,0,0,0,2.2704,4.128,0,0,0,1,1
"719",392,5,1,0,50000,60,1,0,0,0,0,1049,0,0,0,0,295,0,0,66,0,0,0,0,12.384,0,0,0,0,1
"721",393,5,1,0,40000,60,1,0,0,0,558,719,0,0,0,850,432,0,192,12,0,0,0,9.675,15.48,0,0,0,1,1
"723",394,5,1,0,25000,45,1,0,0,0,0,1381,0,0,0,0,274,0,0,78,0,0,0,0,18.576,0,0,0,0,1
"725",395,5,1,1,60000,48,1,926,0,0,0,1340,324,0,0,0,216,0,0,270,25.1808,0,0,0,8.256,1,0,0,0,1
"727",396,4,0,0,26000,45,0,0,0,0,486,668,0,0,0,598,281,0,192,12,0,0,0,9.82384615384615,17.8615384615385,0,0,0,1,1
"729",397,2,0,0.5,19000,44,0,1009,1009,0,870,1277,0,108,0,684,828,0,192,210,53.1751578947368,26.8863157894737,0,13.1444210526316,23.8989473684211,1,1,0,1,1
"731",398,1,1,1,1e+05,48,1,418,448,395,0,760,130,0,396,0,209,30,0,300,31.82688,5.5728,9.9072,0,4.9536,1,1,1,0,1
"733",399,4,0,1,80000,48,0,307,337,328,384,604,324,0,360,756,173,24,192,300,14.3964,4.7988,12.384,3.4056,6.192,1,1,1,1,1
"735",400,5,1,0,15000,48,1,0,0,0,0,649,0,0,0,0,504,0,0,162,0,0,0,0,33.024,0,0,0,0,1
"737",401,1,1,1,40000,48,1,646,0,492,0,842,504,0,648,0,230,30,0,42,26.0064,0,24.768,0,12.384,1,0,1,0,1
"739",402,4,1,0,70000,48,1,0,0,0,390,594,0,0,0,691,403,0,120,12,0,0,0,1.94605714285714,7.07657142857143,0,0,0,1,1
"741",403,4,1,0,80000,48,1,0,0,463,510,670,0,0,374,619,504,30,192,12,0,0,12.384,3.87,6.192,0,0,1,1,1
"743",404,5,0,0,40000,48,1,0,0,0,384,490,0,0,0,554,158,0,192,6,0,0,0,7.74,12.384,0,0,0,1,1
"744",405,5,0,0,10000,48,0,0,0,902,0,1236,0,0,504,0,108,78,0,42,0,0,99.072,0,49.536,0,0,1,0,1
"746",406,5,0,1,25000,48,0,0,0,0,0,992,0,0,0,0,108,0,0,66,0,0,0,0,19.8144,0,0,0,0,1
"748",407,5,0,0.33,10000,48,0,0,584,0,0,859,0,0,0,0,497,0,0,294,0,33.4368,0,0,49.536,0,1,0,0,1
"750",408,5,0,0,35000,48,1,0,0,612,0,1031,0,0,770,0,324,36,0,42,0,0,28.3062857142857,0,14.1531428571429,0,0,1,0,1
