"ID","ICH","SEXO","AUTLIC","ILM","HTS","JEFH","TVIA1","TVIA2","TVIA3","TVIA4","TVIA5","TCAM1","TCAM2","TCAM3","TCAM4","TCAM5","TESP3","TESP4","TESP5","CTOT1_w","CTOT2_w","CTOT3_w","CTOT4_w","CTOT5_w","DISP1","DISP2","DISP3","DISP4","DISP5"
"533",277,3,1,0.5,85000,45,1,670,0,773,0,1406,418,0,94,0,252,30,0,36,19.3955294117647,0,6.82941176470588,0,2.73176470588235,1,0,1,0,1
"536",279,2,0,0.5,60000,40,0,477,565,484,0,950,418,36,79,0,281,36,0,90,24.424,2.064,10.32,0,3.096,1,1,1,0,1
"540",281,3,0,0,35000,42,1,0,0,1322,0,2304,0,0,216,0,230,30,0,96,0,0,15.48,0,6.192,0,0,1,0,1
"542",282,2,0,1,80000,48,0,833,922,800,0,1668,202,36,706,0,720,24,0,42,23.6844,2.6316,7.74,0,3.096,1,1,1,0,1
"544",283,4,0,0,30000,23,0,0,353,710,546,1114,0,202,43,835,58,48,78,54,0,1.5824,11.868,2.5714,3.956,0,1,1,1,1
"545",284,1,0,1,32000,45,0,880,880,1154,0,2191,202,202,108,0,230,36,0,96,58.775625,7.6190625,21.76875,0,7.25625,1,1,1,0,1
"559",291,1,0,1,20000,48,0,1024,1024,1016,0,1568,72,72,72,0,79,60,0,30,25.3872,12.384,37.152,0,12.384,1,1,1,0,1
"561",292,1,0,1,77000,42,1,737,0,0,0,1548,324,0,0,0,252,0,0,36,20.124,0,0,0,2.39236363636364,1,0,0,0,1
"563",293,1,0,1,84000,44,0,734,734,0,0,1393,504,504,0,0,274,0,0,210,4.86514285714286,2.43257142857143,0,0,2.70285714285714,1,1,0,0,1
"565",294,4,0,0.33,17000,40,0,0,0,391,390,888,0,0,47,241,122,18,78,12,0,0,36.4235294117647,7.89176470588235,12.1411764705882,0,0,1,1,1
"568",296,4,1,0.66,30000,25,0,0,338,605,468,1075,0,202,360,482,374,48,78,54,0,1.72,10.75,2.795,3.655,0,1,1,1,1
"570",297,4,0,0,55000,45,0,0,399,441,468,1002,0,202,108,144,122,18,78,12,0,1.89981818181818,12.6654545454545,2.74418181818182,4.22181818181818,0,1,1,1,1
"573",299,4,0,0.25,74000,50,0,0,0,464,390,962,0,0,79,72,94,18,78,12,0,0,10.4594594594595,2.26621621621622,3.48648648648649,0,0,1,1,1
"577",301,5,1,0.57,40000,52,0,0,0,680,0,1220,0,0,238,0,238,30,0,36,0,0,16.77,0,6.708,0,0,1,0,1
"579",302,4,0,0.4,40000,45,0,0,0,671,774,1450,0,0,576,792,576,24,78,42,0,0,17.415,3.77325,5.805,0,0,1,1,1
"581",303,5,1,1,40000,40,0,854,854,778,0,1381,274,274,324,0,324,30,0,36,6.45,3.354,12.9,0,5.16,1,1,1,0,1
"587",306,4,1,0.5,92000,50,1,382,382,348,281,600,43,43,245,583,252,12,78,6,4.20652173913043,0.701086956521739,7.01086956521739,1.82282608695652,2.80434782608696,1,1,1,1,1
"592",309,4,0,0.66,20000,48,0,0,0,778,768,1587,0,0,619,666,641,24,78,42,0,0,37.152,8.0496,12.384,0,0,1,1,1
"623",340,5,0,0,40000,48,1,0,0,1072,0,1925,0,0,43,0,50,30,0,138,0,0,15.48,0,6.192,0,0,1,0,1
"627",342,4,0,0,23000,48,0,0,0,0,612,1377,0,0,0,166,72,0,78,12,0,0,0,6.99965217391304,9.69182608695652,0,0,0,1,1
"629",343,5,1,1,92000,48,1,1015,0,1286,0,1623,43,0,461,0,468,48,0,108,9.15339130434782,0,6.73043478260869,0,2.42295652173913,1,0,1,0,1
"631",344,1,1,1,80000,48,1,1022,0,830,906,1652,43,0,446,454,454,24,78,42,8.3592,0,9.288,2.0124,3.096,1,0,1,1,1
"634",346,5,0,1,20000,48,0,961,961,812,0,1411,857,857,209,0,216,30,0,36,24.1488,6.192,30.96,0,12.384,1,1,1,0,1
"636",347,1,1,0.33,90000,55,1,541,541,631,533,1279,72,72,101,144,108,18,78,12,2.52266666666667,1.26133333333333,7.88333333333333,2.04966666666667,3.15333333333333,1,1,1,1,1
"640",349,2,1,0.6,1e+05,72,1,0,1434,1135,0,2095,0,29,173,0,180,30,0,96,0,4.27248,9.288,0,3.7152,0,1,1,0,1
"646",352,1,1,0.33,75000,40,1,1098,1098,1315,0,1942,144,144,281,0,288,48,0,54,8.8064,2.3392,6.88,0,2.3392,1,1,1,0,1
"648",353,1,1,0.75,84000,70,1,821,821,824,0,1238,468,468,482,0,490,30,0,96,7.31,3.655,10.75,0,4.3,1,1,1,0,1
"654",356,4,0,0,10400,40,0,0,0,1153,840,1733,0,0,392,1098,392,48,78,54,0,0,49.6153846153846,12.9,19.8461538461538,0,0,1,1,1
"656",357,5,1,0,75000,48,1,0,1046,956,0,2067,0,814,202,0,202,24,0,42,0,1.6512,8.256,0,2.97216,0,1,1,0,1
"660",359,4,1,0.5,50000,48,0,0,781,654,624,1406,0,814,194,324,194,18,78,18,0,1.48608,12.384,3.21984,4.9536,0,1,1,1,1
"662",360,1,1,1,80000,40,1,1189,0,916,0,1674,814,0,468,0,720,36,0,60,12.126,0,7.74,0,2.322,1,0,1,0,1
"666",362,5,1,0,7740,44,1,0,0,721,0,1144,0,0,914,0,396,30,0,138,0,0,73.3333333333333,0,29.3333333333333,0,0,1,0,1
"668",363,4,1,0.5,85000,50,1,428,428,452,468,1002,871,871,158,274,230,18,78,12,14.5694117647059,1.21411764705882,7.58823529411765,1.97294117647059,3.03529411764706,1,1,1,1,1
"670",364,5,0,1,14500,44,0,0,0,1220,0,2262,0,0,194,0,266,30,0,96,0,0,39.1448275862069,0,15.6579310344828,0,0,1,0,1
"672",365,5,1,0.5,10740,40,1,0,425,508,0,1051,0,871,1231,0,382,18,0,54,0,5.76536312849162,48.0446927374302,0,19.2178770949721,0,1,1,0,1
"680",369,5,0,1,21050,48,1,0,0,1071,0,1489,0,0,274,0,158,30,0,180,0,0,29.4156769596199,0,10.5896437054632,0,0,1,0,1
"688",375,1,0,1,50000,40,1,970,0,1003,906,2126,130,0,288,821,295,24,78,42,3.7152,0,12.384,2.6832,4.128,1,0,1,1,1
"690",376,4,1,1,60000,48,1,0,401,539,378,1226,0,130,252,554,274,48,78,54,0,1.8576,10.32,2.6832,4.128,0,1,1,1,1
"692",377,4,0,1,55000,40,0,0,401,539,378,1226,0,130,252,554,274,48,78,54,0,1.68872727272727,9.38181818181818,2.43927272727273,3.75272727272727,0,1,1,1,1
"694",378,4,0,0,21000,40,1,0,0,679,612,1429,0,0,230,482,238,18,78,12,0,0,24.5714285714286,6.38857142857143,9.82857142857143,0,0,1,1,1
"696",379,4,1,0.5,130000,44,1,879,0,764,768,1620,130,0,554,806,569,24,78,42,2.88166153846154,0,4.36615384615385,1.1352,1.74646153846154,1,0,1,1,1
"698",380,5,0,0,12000,40,0,0,0,962,0,1626,0,0,338,0,346,36,0,96,0,0,43,0,17.2,0,0,1,0,1
"700",381,1,1,1,82000,50,1,1148,0,1152,0,2105,180,0,392,0,508,36,0,60,46.4085365853659,0,9.4390243902439,0,3.14634146341463,1,0,1,0,1
"701",382,3,1,0.66,130000,45,1,966,0,1363,0,2010,828,0,382,0,389,48,0,54,15.7181538461538,0,4.46538461538462,0,1.78615384615385,1,0,1,0,1
"703",383,4,0,0.5,65000,44,0,541,541,569,456,1135,130,130,450,641,457,18,78,12,4.36615384615385,2.09575384615385,8.73230769230769,2.2704,3.14363076923077,1,1,1,1,1
"705",384,4,1,0.5,68000,35,1,566,0,443,612,877,130,0,576,1022,760,36,78,150,2.52308823529412,0,6.63970588235294,1.72632352941176,2.39029411764706,1,0,1,1,1
"707",385,1,1,1,12000,44,1,664,0,797,0,1013,562,0,313,0,320,48,0,54,104.06,0,47.3,0,18.92,1,0,1,0,1
"712",388,1,1,1,130000,48,1,793,793,0,0,1409,36,36,0,0,497,0,0,54,8.00196923076923,1.61944615384615,0,0,1.90523076923077,1,1,0,0,1
"714",389,4,1,1,55000,40,1,568,0,765,690,1538,691,0,749,749,756,24,78,18,9.00654545454545,0,9.38181818181818,2.43927272727273,3.75272727272727,1,0,1,1,1
"716",390,2,0,0.33,23000,40,0,0,366,479,0,776,0,238,382,0,194,30,0,72,0,1.79478260869565,22.4347826086957,0,8.07652173913043,0,1,1,0,1
"718",391,1,1,1,1e+05,45,1,671,671,936,0,1329,403,403,374,0,389,48,0,96,11.61,1.3932,5.805,0,2.0898,1,1,1,0,1
"720",392,4,1,0.5,60000,48,1,818,0,0,840,1649,108,0,0,511,367,0,78,42,6.192,0,0,2.6832,4.128,1,0,0,1,1
"724",394,4,0,0.5,28000,36,1,0,0,830,906,1465,0,0,454,461,266,24,78,42,0,0,19.9028571428571,4.31228571428571,5.97085714285714,0,0,1,1,1
"726",395,2,0,0.5,40000,40,0,0,1037,848,0,1661,0,58,454,0,468,30,0,36,0,3.096,12.9,0,5.16,0,1,1,0,1
"732",398,5,1,0.66,24000,40,0,555,555,450,0,874,72,72,266,0,583,36,0,90,6.45,3.01,25.8,0,7.74,1,1,1,0,1
"738",401,3,0,1,50000,40,1,0,771,689,0,1352,0,374,353,0,360,30,0,36,0,2.064,10.32,0,3.7152,0,1,1,0,1
"740",402,4,0,0.5,29000,40,0,0,745,739,690,1538,0,403,410,490,418,18,78,18,0,4.27034482758621,17.7931034482759,4.98206896551724,7.11724137931034,0,1,1,1,1
"745",405,1,1,1,60000,44,0,860,860,661,396,1014,14,14,583,965,590,48,78,54,3.9732,1.892,9.46,2.4596,3.784,1,1,1,1,1
"749",407,5,1,0.5,120000,45,1,983,983,779,0,1544,367,367,288,0,295,30,0,36,12.5775,1.45125,4.8375,0,1.935,1,1,1,0,1
"754",410,3,1,1,30000,40,1,1144,1144,1550,0,2263,367,367,583,0,590,48,0,108,50.912,8.256,17.2,0,6.88,1,1,1,0,1
"756",411,1,0,0.5,45000,40,0,1103,1103,1471,0,2130,270,270,281,0,295,48,0,108,15.5946666666667,7.79733333333333,11.4666666666667,0,4.58666666666667,1,1,1,0,1
"758",412,1,1,1,230000,50,1,422,422,535,0,851,569,569,619,0,634,30,0,36,1.17782608695652,0.61695652173913,2.80434782608696,0,1.12173913043478,1,1,1,0,1
"760",413,1,0,0.5,38000,48,0,752,752,724,624,1478,374,374,274,619,288,24,78,18,25.7456842105263,4.56252631578947,19.5536842105263,4.23663157894737,6.5178947368421,1,1,1,1,1
"763",415,4,0,0.66,50000,48,0,934,0,833,840,1721,158,0,950,1130,958,24,78,42,33.18912,0,14.8608,3.46752,4.9536,1,0,1,1,1
"765",416,5,1,0.5,90000,48,1,992,0,946,0,1983,374,0,389,0,396,24,0,42,19.4016,0,7.568,0,2.4768,1,0,1,0,1
"769",418,3,1,0.5,1e+05,40,1,943,943,1227,0,2118,374,374,554,0,302,36,0,96,14.2416,1.9608,6.192,0,2.064,1,1,1,0,1
"771",419,5,0,0,80000,40,1,0,1034,918,0,1640,0,374,382,0,554,36,0,360,0,2.709,7.74,0,2.451,0,1,1,0,1
"773",420,5,0,1,42760,40,0,673,673,671,0,1189,374,374,209,0,468,30,0,36,28.9616463985033,2.41347053320861,12.067352666043,0,4.82694106641721,1,1,1,0,1
"781",425,4,1,1,170000,45,1,785,785,765,774,1590,353,353,209,590,288,24,78,42,10.6538823529412,1.22929411764706,4.09764705882353,0.887823529411765,1.36588235294118,1,1,1,1,1
"783",426,4,1,0.5,65000,45,1,502,502,589,546,1114,1123,1123,194,518,432,18,78,18,31.7935384615385,1.60753846153846,10.7169230769231,2.322,3.57230769230769,1,1,1,1,1
"785",427,3,0,0,20000,40,0,0,0,859,0,1553,0,0,194,0,209,30,0,30,0,0,25.8,0,10.32,0,0,1,0,1
"791",430,4,1,0.33,1e+05,50,1,889,0,692,774,1465,410,0,641,641,641,24,78,42,10.707,0,7.74,1.677,2.58,1,0,1,1,1
"793",431,5,1,0.5,80000,50,1,0,0,647,0,1331,0,0,338,0,108,30,0,36,0,0,8.0625,0,3.225,0,0,1,0,1
"805",437,4,1,0.5,30000,44,0,536,536,827,624,1264,72,72,72,1066,79,48,78,54,46.5432,4.5408,18.92,4.9192,7.568,1,1,1,1,1
"809",439,5,0,1,22300,48,1,645,645,916,0,1733,29,29,230,0,238,60,0,60,9.99605381165919,4.9980269058296,27.7668161434978,0,11.1067264573991,1,1,1,0,1
"811",440,1,1,0.33,150000,44,1,983,983,1376,0,1927,29,29,238,0,245,48,0,54,2.80016,1.36224,3.784,0,1.5136,1,1,1,0,1
"813",441,3,1,0,50000,60,1,0,0,1180,0,2262,0,0,227,0,133,30,0,96,0,0,15.48,0,5.5728,0,0,1,0,1
"815",442,5,0,0,40000,48,1,0,0,468,390,903,0,0,454,576,439,18,78,18,0,0,18.576,4.0248,5.5728,0,0,1,1,1
"817",443,1,1,1,150000,40,1,877,877,773,0,1426,670,670,360,0,374,30,0,96,13.0032,0.8256,3.44,0,1.2384,1,1,1,0,1
"819",444,4,1,0,50000,43,1,0,0,536,468,1040,0,0,310,382,295,18,78,18,0,0,13.3128,3.10632,3.99384,0,0,1,1,1
"821",445,1,1,0.5,1e+05,40,1,895,0,1043,0,2000,619,0,353,0,360,24,0,42,4.0248,0,6.192,0,1.8576,1,0,1,0,1
"823",446,4,1,0.5,1e+05,45,1,620,0,887,624,1274,670,0,317,1411,468,48,78,192,21.5946,0,5.805,1.5093,2.0898,1,0,1,1,1
"825",447,3,1,1,1e+05,50,1,1166,1166,1080,0,1803,619,619,389,0,410,30,0,180,9.804,2.967,6.45,0,2.58,1,1,1,0,1
"829",449,4,1,0.66,150000,44,1,742,742,743,840,1519,670,670,475,497,482,24,78,42,14.90896,1.21088,4.5408,0.98384,1.5136,1,1,1,1,1
"831",450,5,1,1,50000,50,1,430,430,356,0,649,338,338,727,0,734,30,0,72,1.806,0.774,12.9,0,4.644,1,1,1,0,1
"835",452,1,0,1,60000,44,1,1206,1206,0,0,1916,518,518,0,0,382,0,0,138,25.542,3.2164,0,0,3.784,1,1,0,0,1
"837",453,5,0,0,30000,40,0,0,679,550,0,958,0,518,425,0,612,30,0,66,0,1.72,17.2,0,5.848,0,1,1,0,1
"839",454,3,0,1,45000,48,1,961,961,979,0,1941,518,518,842,0,648,60,0,168,36.6016,4.4032,13.76,0,5.504,1,1,1,0,1
"842",456,1,1,1,80000,50,0,646,646,953,0,1577,511,511,418,0,425,36,0,168,24.51,2.2575,9.675,0,3.225,1,1,1,0,1
"844",457,5,1,0,18000,45,1,0,0,868,0,1751,0,0,533,0,540,24,0,42,0,0,38.7,0,11.61,0,0,1,0,1
"846",458,1,0,0.5,50000,40,1,960,960,0,0,1992,619,619,0,0,684,0,0,120,33.4368,3.9216,0,0,3.7152,1,1,0,0,1
"848",459,1,1,0.5,2e+05,48,1,1169,1169,1051,0,1897,310,310,252,0,526,60,0,288,13.12704,1.60992,3.7152,0,1.2384,1,1,1,0,1
"856",463,5,0,0.5,47000,45,1,971,971,1004,0,1858,353,353,209,0,490,36,0,60,46.9340425531915,4.94042553191489,14.8212765957447,0,4.4463829787234,1,1,1,0,1
"858",464,3,1,0.5,30000,40,0,683,683,739,0,1367,353,353,288,0,194,30,0,36,55.384,2.064,17.2,0,6.88,1,1,1,0,1
"861",466,4,1,1,1e+05,48,1,865,865,760,840,1578,454,454,367,1058,374,24,78,42,18.94752,3.34368,7.4304,1.73376,2.4768,1,1,1,1,1
"863",467,1,1,1,1e+05,48,1,995,995,878,0,2034,418,418,230,0,238,36,0,96,5.5728,2.72448,7.4304,0,2.4768,1,1,1,0,1
"867",469,1,1,1,80000,76,1,777,777,902,0,1685,684,684,230,0,324,30,0,36,11.2746,3.1863,12.255,0,4.4118,1,1,1,0,1
"869",470,4,1,0.5,45000,40,1,677,677,851,624,1297,374,374,590,1152,605,48,78,54,26.832,1.83466666666667,11.4666666666667,3.21066666666667,4.128,1,1,1,1,1
"871",471,4,1,1,86000,40,1,765,765,713,624,1462,158,158,317,590,331,24,78,18,12.84,1.56,7.2,1.68,2.16,1,1,1,1,1
"873",472,1,1,1,120000,45,1,843,0,0,0,0,346,0,0,0,0,0,0,0,7.74,0,0,0,0,1,0,0,0,0
"875",473,1,1,0.33,50000,48,1,998,0,1135,0,2166,619,0,511,0,511,36,0,150,28.97856,0,14.8608,0,4.9536,1,0,1,0,1
"879",475,4,0,0,40000,40,1,0,520,704,552,1081,0,439,547,835,547,48,78,54,0,2.58,12.9,3.612,5.16,0,1,1,1,1
"881",476,1,1,0.5,50000,45,1,1118,1118,1102,0,2201,439,439,518,0,518,60,0,78,9.288,4.644,13.932,0,4.644,1,1,1,0,1
"885",478,5,1,0,70000,48,1,0,0,912,0,1419,0,0,403,0,533,60,0,78,0,0,10.6148571428571,0,3.53828571428571,0,0,1,0,1
"891",481,1,0,1,20000,40,1,1190,0,1378,0,2045,187,0,482,0,490,48,0,54,43.344,0,25.8,0,10.32,1,0,1,0,1
"895",483,1,0,1,1e+05,45,0,1496,0,1270,0,2247,79,0,382,0,389,30,0,96,16.8345,0,5.805,0,2.322,1,0,1,0,1
"896",484,4,1,1,60000,48,1,352,352,392,312,914,122,122,479,745,486,18,78,6,3.7152,1.8576,10.32,2.8896,4.128,1,1,1,1,1
"902",487,1,1,1,95000,44,1,909,0,773,0,1838,0,0,389,0,389,36,0,96,4.30181052631579,0,7.16968421052631,0,2.38989473684211,1,0,1,0,1
"904",488,1,1,1,45000,43,0,758,758,694,0,1504,0,0,619,0,626,24,0,18,6.6564,3.20493333333333,14.792,0,4.93066666666667,1,1,1,0,1
"906",489,2,1,0.33,70000,60,1,0,971,899,0,2146,0,0,731,0,738,36,0,96,0,4.20171428571429,13.2685714285714,0,4.42285714285714,0,1,1,0,1
"908",490,2,1,0.33,15000,25,0,0,971,899,0,2146,0,0,731,0,738,36,0,96,0,8.17,25.8,0,8.6,0,1,1,0,1
"910",491,5,1,1,18000,45,1,1220,0,1172,0,2309,0,0,479,0,479,60,0,30,32.25,0,38.7,0,12.9,1,0,1,0,1
"912",492,1,1,0.62,30000,43,0,1104,0,1483,0,2450,0,0,900,0,900,36,0,96,15.5316,0,24.037,0,7.396,1,0,1,0,1
"914",493,2,1,0.5,60000,48,1,998,998,794,0,1083,310,310,353,0,360,48,0,54,47.6784,1.032,10.32,0,4.128,1,1,1,0,1
"916",494,1,1,1,4e+05,40,1,1026,1026,0,468,1176,310,310,0,976,464,0,78,12,6.1662,0.258,0,0.3354,0.516,1,1,0,1,1
"921",497,5,1,0.5,30000,48,1,815,815,787,0,1582,792,792,72,0,86,30,0,36,54.9024,2.4768,20.64,0,8.256,1,1,1,0,1
"925",499,1,1,0.5,70000,44,1,1155,0,0,0,2150,270,0,0,0,166,0,0,54,6.8112,0,0,0,3.24342857142857,1,0,0,0,1
"929",501,5,0,0.5,35000,48,0,0,516,550,0,1150,0,792,158,0,173,30,0,54,0,2.12297142857143,17.6914285714286,0,6.36891428571429,0,1,1,0,1
"939",506,4,1,0.5,40000,44,1,349,0,340,281,571,418,0,202,626,202,12,78,6,2.838,0,14.19,3.9732,5.676,1,0,1,1,1
"952",513,4,1,1,65000,48,1,0,645,474,546,1113,0,547,252,209,259,18,78,12,0,1.52418461538462,9.52615384615385,2.66732307692308,3.81046153846154,0,1,1,1,1
"956",515,2,1,0,60000,48,1,0,615,653,0,1414,0,0,324,0,324,30,0,36,0,1.2384,10.32,0,4.128,0,1,1,0,1
"958",516,4,1,0.66,25000,45,1,839,0,778,768,1587,86,0,493,522,500,24,78,42,24.1488,0,20.898,6.0372,9.288,1,0,1,1,1
"960",517,4,1,0.2,50000,48,1,0,442,441,468,1002,0,792,119,140,126,18,78,12,0,1.48608,7.4304,3.21984,4.45824,0,1,1,1,1
"966",520,1,0,1,120000,48,1,1114,1114,1033,0,1806,108,108,130,0,137,36,0,60,9.4944,2.1672,6.192,0,2.064,1,1,1,0,1
"968",521,5,1,0,25000,44,1,0,0,1030,0,1528,0,0,356,0,364,48,0,54,0,0,22.704,0,8.17344,0,0,1,0,1
"972",523,5,0,0,11000,44,0,0,0,1030,0,1528,0,0,356,0,364,48,0,54,0,0,51.6,0,20.64,0,0,1,0,1
"976",525,2,0,0.5,25000,48,0,0,853,795,0,2034,0,14,526,0,144,36,0,198,0,11.39328,29.7216,0,9.9072,0,1,1,0,1
"978",526,2,1,1,70000,44,1,0,1120,1472,0,2022,0,14,576,0,576,48,0,108,0,1.94605714285714,8.10857142857143,0,3.24342857142857,0,1,1,0,1
"980",527,2,0,0.5,70000,44,1,702,626,0,0,1121,425,14,0,0,324,0,0,54,10.8654857142857,1.29737142857143,0,0,3.24342857142857,1,1,0,0,1
"986",530,1,1,1,1e+05,44,1,939,0,898,0,1651,36,0,698,0,698,36,0,96,7.3788,0,4.5408,0,2.04336,1,0,1,0,1
"988",532,2,0,1,20000,45,0,0,769,779,0,1544,0,14,158,0,158,30,0,36,0,3.483,29.025,0,11.61,0,1,1,0,1
"989",533,2,0,1,65000,48,0,1045,1045,1232,0,2447,302,302,547,0,554,30,0,186,9.33563076923077,4.57255384615385,12.384,0,3.81046153846154,1,1,1,0,1
"991",534,2,1,0.5,45000,44,0,0,764,793,840,1655,0,43,230,252,238,24,78,42,0,3.53173333333333,15.136,3.53173333333333,5.04533333333333,0,1,1,1,1
"993",535,4,1,0,45000,44,0,0,0,340,234,581,0,0,245,497,252,48,78,54,0,0,15.136,3.53173333333333,5.04533333333333,0,0,1,1,1
"995",536,3,0,1,35000,44,0,810,810,790,0,1890,396,396,346,0,353,36,0,48,36.3264,5.18948571428571,19.4605714285714,0,6.48685714285714,1,1,1,0,1
"999",538,2,0,0.5,44000,44,0,1135,1034,982,0,1828,216,14,187,0,187,30,0,36,17.544,2.322,12.9,0,5.16,1,1,1,0,1
"1001",539,4,0,0.5,28000,48,0,0,0,0,702,1420,0,0,0,270,281,0,78,30,0,0,0,6.192,8.84571428571429,0,0,0,1,1
"1003",540,4,0,0,25000,50,0,0,0,637,690,1406,0,0,72,79,79,18,78,18,0,0,30.96,7.224,10.32,0,0,1,1,1
"1005",541,3,0,1,1e+05,44,1,1422,0,1410,0,2492,144,0,72,0,79,30,0,96,17.36856,0,5.676,0,2.2704,1,0,1,0,1
"1007",542,5,1,0.5,60000,44,1,434,0,480,281,1000,432,0,72,835,79,30,78,36,1.5136,0,9.46,2.6488,3.784,1,0,1,1,1
"1009",543,1,1,1,120000,48,1,1045,1045,1232,0,2447,302,302,547,0,554,30,0,186,27.348,2.2704,6.708,0,2.064,1,1,1,0,1
"1011",544,3,1,0,85000,44,1,0,0,1569,0,2398,0,0,583,0,374,36,0,96,0,0,8.01317647058823,0,2.67105882352941,0,0,1,0,1
"1013",545,3,0,0,48000,50,1,0,0,480,281,1000,0,0,209,972,216,30,78,36,0,0,13.4375,3.7625,5.375,0,0,1,1,1
"1015",546,3,1,0.5,60000,43,0,0,0,845,0,1942,0,0,526,0,533,36,0,96,0,0,12.0185,0,3.698,0,0,1,0,1
"1017",547,5,0,0,20000,44,0,0,761,738,0,1436,0,144,220,0,227,30,0,36,0,4.5408,28.38,0,11.352,0,1,1,0,1
"1019",548,2,0,1,70000,48,0,1049,1030,1397,0,2009,144,86,158,0,166,48,0,54,27.7755428571429,3.18445714285714,8.84571428571429,0,3.53828571428571,1,1,1,0,1
"1025",551,4,0,0.8,20000,44,0,766,766,811,840,1649,144,144,130,252,137,24,78,42,81.7344,6.8112,34.056,7.9464,11.352,1,1,1,1,1
"1030",554,3,0,0,70000,44,1,0,0,1432,0,1864,0,0,158,0,166,48,0,108,0,0,8.10857142857143,0,3.24342857142857,0,0,1,0,1
"1040",559,1,0,1,30000,44,0,615,0,650,612,1382,238,0,252,346,252,18,78,12,8.7032,0,11.352,5.2976,6.8112,1,0,1,1,1
"1044",561,5,1,0.5,28000,48,0,0,350,266,216,464,0,324,220,457,227,12,78,6,0,2.65371428571429,13.2685714285714,6.192,8.84571428571429,0,1,1,1,1
"1046",562,4,0,1,19000,24,0,942,942,785,840,1592,266,266,137,1001,144,24,78,42,45.6252631578947,3.25894736842105,19.5536842105263,4.56252631578947,5.86610526315789,1,1,1,1,1
"1048",563,5,0,1,23000,48,0,0,0,309,0,491,0,0,223,0,230,30,0,36,0,0,32.3060869565217,0,9.69182608695652,0,0,1,0,1
"1050",564,5,0,1,25000,48,0,0,490,359,0,875,0,590,342,0,349,18,0,6,0,2.4768,14.8608,0,8.91648,0,1,1,0,1
"1052",565,5,1,1,90000,44,1,0,0,824,0,1105,0,0,86,0,94,48,0,54,0,0,6.30666666666667,0,2.52266666666667,0,0,1,0,1
"1056",567,3,1,0,35000,44,1,0,1121,982,0,1828,0,281,288,0,288,30,0,36,0,4.21645714285714,16.2171428571429,0,5.83817142857143,0,1,1,0,1
"1058",568,5,1,0,17000,44,1,0,0,467,281,976,0,0,446,1073,446,30,78,36,0,0,20.0329411764706,9.34870588235294,13.3552941176471,0,0,1,1,1
"1060",569,1,0,1,80000,44,1,802,802,765,690,1640,382,382,554,504,158,24,78,36,3.8313,1.9866,8.514,1.9866,2.838,1,1,1,1,1
"1062",570,4,1,1,49000,46,1,413,0,413,378,810,292,0,281,252,281,12,78,6,4.35967346938775,0,12.1102040816327,3.39085714285714,4.84408163265306,1,0,1,1,1
"1066",572,5,1,1,60000,44,1,394,394,484,0,775,382,382,187,0,223,30,0,36,1.7028,0.946,9.46,0,3.4056,1,1,1,0,1
"1068",573,5,0,0.4,10000,40,1,0,514,659,0,980,0,108,101,0,108,30,0,36,0,9.288,30.96,0,20.64,0,1,1,0,1
"1070",574,5,0,1,21000,40,0,0,0,499,306,923,0,0,216,814,223,12,78,6,0,0,24.5714285714286,6.88,9.82857142857143,0,0,1,1,1
"1074",576,1,1,1,80000,44,1,984,984,1179,0,1684,245,245,475,0,475,48,0,54,7.095,3.5475,8.514,0,2.5542,1,1,1,0,1
"1081",580,2,0,0.66,40000,48,0,733,733,728,0,1738,490,490,648,0,655,36,0,96,13.0032,6.5016,18.576,0,6.192,1,1,1,0,1
"1083",581,5,0,1,32000,48,0,0,470,547,0,762,0,331,335,0,486,30,0,54,0,2.709,19.35,0,7.74,0,1,1,0,1
"1089",584,5,0,1,80000,48,1,654,654,679,0,1145,331,331,767,0,450,36,0,210,16.4088,1.7028,9.288,0,2.7864,1,1,1,0,1
"1093",586,4,1,0.5,150000,48,1,1011,1011,879,840,1750,590,590,864,1411,713,24,78,42,3.55008,1.81632,4.9536,1.07328,1.48608,1,1,1,1,1
"1097",588,5,0,1,60000,48,1,1043,1043,1166,0,1735,810,810,378,0,227,48,0,192,27.2448,3.3024,10.32,0,3.7152,1,1,1,0,1
"1099",589,2,0,0.2,1e+05,48,1,629,629,738,624,1262,90,90,662,994,518,36,78,90,3.96288,1.98144,7.4304,1.60992,2.22912,1,1,1,1,1
"1101",590,5,0,0,30000,48,0,0,1271,1179,0,2192,0,810,382,0,389,60,0,48,0,12.384,24.768,0,8.256,0,1,1,0,1
"1106",593,3,0,1,30000,48,0,1013,1013,1278,0,1617,583,583,522,0,522,90,0,276,40.0416,7.8432,24.768,0,8.256,1,1,1,0,1
"1108",594,5,0,0.5,33000,48,0,801,801,727,0,1348,583,583,302,0,367,30,0,36,30.3970909090909,3.75272727272727,18.7636363636364,0,7.50545454545454,1,1,1,0,1
"1117",599,1,1,1,150000,50,1,815,815,1066,0,2204,590,590,259,0,259,60,0,168,3.526,1.72,5.16,0,1.72,1,1,1,0,1
"1123",603,3,0,1,2e+05,48,1,862,862,734,0,1496,583,583,288,0,295,30,0,36,5.07744,0.68112,3.096,0,1.2384,1,1,1,0,1
"1125",604,5,1,0.5,30000,48,0,0,630,622,0,1079,0,583,331,0,454,30,0,36,0,3.7152,20.64,0,8.256,0,1,1,0,1
